Code armoire	Code Support	Date pose support	Forme support	Nature support	Code foyer	Date Pose Foyer	Marque Luminaire	Libellé Réf Luminaire	Puissance foyer (Watt)	Secteur foyer	Code Lampe	Type Lampe	Référence	Puissance	IRC	Type	Douille	Date pose lampe	Nom Régime	Latitude	Longitude
1566-	5765C025		FACADE	POLYESTER	57650030	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650030	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15962507	5.734109399
1566-	5765C025		FACADE	POLYESTER	57650031	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650031	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15961091	5.73413221
1566-	5765C025		FACADE	POLYESTER	57650032	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650032	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15958753	5.734133085
1566-	5765C025		FACADE	POLYESTER	57650033	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650033	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15954259	5.73413614
1558-	53850349	30407	OCTO-CONIQUE	ACIER THERMOLAQUE	53850349	39328	ECLATEC	ELIPT 45	122	SECTEUR 6	53850349	I.C.	TUBE	100W	IR83	T28	E40	40240.56983	NOCTURNE	45.1633702	5.736247453
1566-	5765C025		FACADE	POLYESTER	57650035	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650035	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15947427	5.734140071
1566-	5765C025		FACADE	POLYESTER	57650036	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650036	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15945089	5.734140946
1566-	5765C025		FACADE	POLYESTER	57650037	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650037	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15940595	5.734144001
1566-	5765C025		FACADE	POLYESTER	57650038	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650038	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15938256	5.734143642
1566-	5765C025		FACADE	POLYESTER	57650039	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650039	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.1593623	5.734170933
1566-	5765C025		FACADE	POLYESTER	57650040	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650040	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15936278	5.734203991
1566-	5765C025		FACADE	POLYESTER	57650041	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650041	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.1593634	5.734267567
1566-	5765C025		FACADE	POLYESTER	57650042	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650042	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15936416	5.734300628
1566-	5765C025		FACADE	POLYESTER	57650043	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650043	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15936552	5.734364119
1566-	5765C025		FACADE	POLYESTER	57650044	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650044	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15936599	5.734397291
1566-	5765C025		FACADE	POLYESTER	57650045	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650045	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15936726	5.734460777
1566-	5765C025		FACADE	POLYESTER	57650046	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650046	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.1593681	5.734493971
1566-	5765C025		FACADE	POLYESTER	57650047	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650047	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15963705	5.734461731
1548-	1304P1548		CHASSIS EP	POLYESTER	13060028	34688	COMATELEC	RADIAL 2	172	SECTEUR 6	13060028	I.M.	TUBE	0150W	IR75	T30	Rx7s		NOCTURNE	45.16051251	5.734739399
1548-	1304P1548		CHASSIS EP	POLYESTER	13060029	34688	COMATELEC	RADIAL 2	172	SECTEUR 6	13060029	I.C.	TUBE	150W	IR85	T28	E40	39344	NOCTURNE	45.16044608	5.734491135
1548-	1306C012		FACADE	POLYESTER	13060030	34724	COMATELEC	RADIAL 3	446	SECTEUR 6	13060030	I.M.	TUBE	0400W	IR65	T43	E40	39924.63133	NOCTURNE	45.16084458	5.735606306
1548-	53850265	34675	CYLINDRIQUE	ACIER GALVANISE	53850265	34675	THORN	ACA500	145	SECTEUR 6	53850265	BF	OVOIDE	125W	IR60	T42	E27		NOCTURNE	45.16076934	5.734578734
1548-	53850266	34675	CYLINDRIQUE	ACIER GALVANISE	53850266	38996	THORN	ACA500	145	SECTEUR 6	53850266	BF	OVOIDE	125W	IR60	T42	E27	38996	NOCTURNE	45.16083895	5.734474094
1548-	1306C012		FACADE	POLYESTER	53850406	35076	MAZDA-PROJELUX	CHOUCAS	196	SECTEUR 6	53850406	I.M.	TUBE	0150W	IR75	T30	Rx7s	39924.63133	NOCTURNE	45.16108149	5.735551146
1548-	1306C012		FACADE	POLYESTER	53850407	35076	MAZDA-PROJELUX	CHOUCAS	196	SECTEUR 6	53850407	I.M.	TUBE	0150W	IR75	T30	Rx7s	39924.63133	NOCTURNE	45.16101641	5.735461098
1548-	1306C012		FACADE	POLYESTER	53850408	35076	COMATELEC	RADIAL 2	145	SECTEUR 6	53850408	BF	OVOIDE	125W	IR60	T42	E27	39924.63133	NOCTURNE	45.16097557	5.735491643
1548-	1306C012		FACADE	POLYESTER	53850409	35076	COMATELEC	RADIAL 2	145	SECTEUR 6	53850409	BF	OVOIDE	125W	IR60	T42	E27	39924.63133	NOCTURNE	45.16094779	5.735530791
1548-	1306C012		FACADE	POLYESTER	53850410	35076	COMATELEC	RADIAL 2	145	SECTEUR 6	53850410	BF	OVOIDE	125W	IR60	T42	E27	39924.63133	NOCTURNE	45.16092111	5.735570004
1549-	53850212	34947	CYLINDRIQUE	ACIER THERMOLAQUE	53850212	37334	THORN	ACA500	145	SECTEUR 6	53850212	BF	OVOIDE	125W	IR60	T42	E27	39967.52844	NOCTURNE	45.16204745	5.734232572
1549-	53850213	27760	CYLINDRIQUE	ACIER GALVANISE	53850213	27760	THORN	VP80	140	SECTEUR 6	53850213	BF	OVOIDE	125W	IR60	T42	E27	39967.52844	NOCTURNE	45.16198557	5.734323511
1549-	53850214	34947	CYLINDRIQUE	ACIER GALVANISE	53850214	34947	THORN	ACA500	145	SECTEUR 6	53850214	BF	OVOIDE	125W	IR60	T42	E27	39967.52844	NOCTURNE	45.16193498	5.734399184
1549-	5385C012		FACADE	POLYESTER	53850268	40087	ECLATEC	ELIPT 45	122	SECTEUR 6	53850268	I.C.	TUBE	100W	IR83	T28	E40	39967.52844	NOCTURNE	45.16098383	5.73490294
1543-	53850125	35174	CYLINDRO-CONIQUE	ACIER GALVANISE	53850125	35174	ECLATEC	HAVANE	184	SECTEUR 6	53850125-04	Tube Fluo	FLUO	36W	IR85	T30	D26	39958.43024	NOCTURNE	45.16446059	5.733456179
1543-	53850126	35174	CYLINDRO-CONIQUE	ACIER GALVANISE	53850126	35174	ECLATEC	HAVANE	184	SECTEUR 6	53850126-04	Tube Fluo	FLUO	36W	IR85	T30	D26	39958.43024	NOCTURNE	45.16456004	5.7333562
1543-	53850126	35174	CYLINDRO-CONIQUE	ACIER GALVANISE	53850126	35174	ECLATEC	HAVANE	184	SECTEUR 6	53850126-03	Tube Fluo	FLUO	36W	IR85	T30	D26	39958.43024	NOCTURNE	45.16456004	5.7333562
1543-	53850126	35174	CYLINDRO-CONIQUE	ACIER GALVANISE	53850126	35174	ECLATEC	HAVANE	184	SECTEUR 6	53850126-02	Tube Fluo	FLUO	36W	IR85	T30	D26	39958.43024	NOCTURNE	45.16456004	5.7333562
1543-	53850126	35174	CYLINDRO-CONIQUE	ACIER GALVANISE	53850126	35174	ECLATEC	HAVANE	184	SECTEUR 6	53850126-01	Tube Fluo	FLUO	36W	IR85	T30	D26	39958.43024	NOCTURNE	45.16456004	5.7333562
1543-	53850127	40883.39227	CYLINDRO-CONIQUE	ACIER GALVANISE	53850127	40883.39227	ECLATEC	ELIPT 45	51	SECTEUR 6	53850127	CPO	TUBE	045W	IR59	T28	PGZ12	40883.39227	NOCTURNE	45.16373657	5.733992862
1543-	53850128	40626.38156	OCTO-CONIQUE	ACIER THERMOLAQUE	53850128	40626.38156	ECLATEC	ELIXE optique routière	51	SECTEUR 6	53850128	CPO	TUBE	045W	IR59	T28	PGZ12	40626.38156	NOCTURNE	45.16388979	5.734092945
1543-	53850129	40883.39227	CYLINDRO-CONIQUE	ACIER GALVANISE	53850129	40883.39227	ECLATEC	ELIPT 45	51	SECTEUR 6	53850129	CPO	TUBE	045W	IR59	T28	PGZ12	40883.39227	NOCTURNE	45.16359927	5.734198192
1543-	53850130	40626.38156	OCTO-CONIQUE	ACIER THERMOLAQUE	53850130	40626.38156	ECLATEC	ELIXE optique routière	51	SECTEUR 6	53850130	CPO	TUBE	045W	IR59	T28	PGZ12	40626.38156	NOCTURNE	45.16378469	5.734250636
1529A-	5305C004		FACADE	POLYESTER	53050021	34551	THORN	ACA500S	145	SECTEUR 5	53050021	BF	OVOIDE	125W	IR60	T42	E27	40361.47374	NOCTURNE	45.17182998	5.738422824
1529A-	5305C006		FACADE	POLYESTER	53050022	34551	THORN	ACA500S	145	SECTEUR 5	53050022	BF	OVOIDE	125W	IR60	T42	E27	40361.47374	NOCTURNE	45.17169416	5.737923599
1529A-	5305C006		FACADE	POLYESTER	53050023	34551	THORN	ACA500S	145	SECTEUR 5	53050023	BF	OVOIDE	125W	IR60	T42	E27	40361.47374	NOCTURNE	45.171527	5.737899243
1529A-	5305C006		FACADE	POLYESTER	53050024	34551	THORN	ACA500S	145	SECTEUR 5	53050024	BF	OVOIDE	125W	IR60	T42	E27	40361.47374	NOCTURNE	45.17164409	5.737739589
1152-	64300044	32060		ACIER GALVANISE	6430M054	38111	DECAUX	PLANIMETRE	288	SECTEUR 4	6430M054	PLANIMETRE							MOBILIER URBAIN EN CONDUITE		
1529A-	53050031	34551	OCTO-CONIQUE	ACIER THERMOLAQUE	53050031	34551	THORN	RCA500	270	SECTEUR 5	53050031	SHP	TUBE	0250W	IR25	T22	E40	40361.47374	NOCTURNE	45.17122715	5.736132767
1529A-	5305C004		FACADE	POLYESTER	53050032	34551	THORN	ACA500S	120	SECTEUR 5	53050032	SHP	TUBE	0100W	IR25	T22	E40	40361.47374	NOCTURNE	45.17168036	5.738447996
1529A-	5305C004		FACADE	POLYESTER	53050033	34551	THORN	ACA500S	120	SECTEUR 5	53050033	SHP	TUBE	0100W	IR25	T22	E40	40361.47374	NOCTURNE	45.17175591	5.73840686
1529A-	5305C006		FACADE	POLYESTER	53050034	34551	THORN	ACA500S	120	SECTEUR 5	53050034	SHP	TUBE	0100W	IR25	T22	E40	40361.47374	NOCTURNE	45.17164636	5.738012317
1529A-	5305C006		FACADE	POLYESTER	53050035	34551	THORN	ACA500S	120	SECTEUR 5	53050035	SHP	TUBE	0100W	IR25	T22	E40	40361.47374	NOCTURNE	45.17157128	5.738057695
1512-	48530085	24959		ACIER GALVANISE	4853085A	40805.42836	ECLATEC	ELIPT 55	120	SECTEUR 6	4853085A	SHP	TUBE	0100W	IR25	T22	E40	40805.42836	NOCTURNE	45.1596865	5.72908776
1421-	57800003	40920.66581	OCTO-CONIQUE	ACIER THERMOLAQUE	57800003	40920.66581	ECLATEC	ELIXE optique routière	51	SECTEUR 5	57800003	CPO	TUBE	045W	IR59	T28	PGZ12	40920.66581	NOCTURNE	45.18758298	5.746635969
1421-	57800004	40920.66581	OCTO-CONIQUE	ACIER THERMOLAQUE	57800004	40920.66581	ECLATEC	ELIXE optique routière	51	SECTEUR 5	57800004	CPO	TUBE	045W	IR59	T28	PGZ12	40920.66581	NOCTURNE	45.18767318	5.746562395
1421-	57800005	40920.66581	OCTO-CONIQUE	ACIER THERMOLAQUE	57800005	40920.66581	ECLATEC	ELIXE optique routière	51	SECTEUR 5	57800005	CPO	TUBE	045W	IR59	T28	PGZ12	40920.66581	NOCTURNE	45.18777763	5.746544277
1527-	14250063	33469	OCTO-CONIQUE	ACIER THERMOLAQUE	14250063	33469	THORN	RCA500	145	SECTEUR 5	14250063	BF	OVOIDE	125W	IR60	T42	E27	40318.44564	NOCTURNE	45.17021911	5.735146917
1527-	14250064	33469	OCTO-CONIQUE	ACIER THERMOLAQUE	14250064	33469	THORN	RCA500	145	SECTEUR 5	14250064	BF	OVOIDE	125W	IR60	T42	E27	40318.44564	NOCTURNE	45.1703609	5.735077597
1527-	14250065	33469	OCTO-CONIQUE	ACIER THERMOLAQUE	14250065	33469	THORN	RCA500	145	SECTEUR 5	14250065	BF	OVOIDE	125W	IR60	T42	E27	40318.44564	NOCTURNE	45.17046128	5.735027011
1527-	14250066	33469	OCTO-CONIQUE	ACIER THERMOLAQUE	14250066	33469	THORN	RCA500	145	SECTEUR 5	14250066	BF	OVOIDE	125W	IR60	T42	E27	40318.44564	NOCTURNE	45.17057414	5.734970504
1527-	14250067	33469	OCTO-CONIQUE	ACIER THERMOLAQUE	14250067	33469	THORN	RCA500	145	SECTEUR 5	14250067	BF	OVOIDE	125W	IR60	T42	E27	40318.44564	NOCTURNE	45.17069294	5.734873684
1562-	3054C030		FACADE	POLYESTER	30540094	29252	BBT	SPHERA	145	SECTEUR 6	30540094	BF	OVOIDE	125W	IR60	T42	E27	40865.36749	NOCTURNE	45.16279876	5.738884152
1562-	3054C064		FACADE	POLYESTER	30540095	29342	THORN	CA50	145	SECTEUR 6	30540095	BF	OVOIDE	125W	IR60	T42	E27	40865.36749	NOCTURNE	45.16239697	5.7389455
1562-	3054C064		FACADE	POLYESTER	30540096	29342	THORN	CA50	145	SECTEUR 6	30540096	BF	OVOIDE	125W	IR60	T42	E27	40865.36749	NOCTURNE	45.16233396	5.738863701
1554-	30540123		OCTO-CONIQUE	ACIER GALVANISE	30540123	34485	PHILIPS	BOULE D:500	94	SECTEUR 6	30540123	BF	OVOIDE	080W	IR60	T42	E27	40256.55074	NOCTURNE	45.16338945	5.738707623
1554-	30540124		OCTO-CONIQUE	ACIER GALVANISE	30540124	29252	BBT	SPHERA	145	SECTEUR 6	30540124	BF	OVOIDE	125W	IR60	T42	E27	40256.55074	NOCTURNE	45.16339501	5.739028723
1562-	30540023	34893	CYLINDRIQUE	ACIER GALVANISE	3054023A	29252	COMATELEC	CALYPSO MIDI	145	SECTEUR 6	3054023A	BF	OVOIDE	125W	IR60	T42	E27	40241.44427	NOCTURNE	45.1616812	5.737918416
1562-	30540024	34893	CYLINDRIQUE	ACIER GALVANISE	3054024A	29252	COMATELEC	CALYPSO MIDI	145	SECTEUR 6	3054024A	BF	OVOIDE	125W	IR60	T42	E27	40241.44427	NOCTURNE	45.16174974	5.738010872
1562-	30540026	34893	CYLINDRIQUE	ACIER GALVANISE	3054026A	29252	COMATELEC	CALYPSO MIDI	145	SECTEUR 6	3054026A	BF	OVOIDE	125W	IR60	T42	E27	40241.44427	NOCTURNE	45.16156999	5.73797191
1562-	30540027	34893	CYLINDRIQUE	ACIER GALVANISE	3054027A	29252	COMATELEC	CALYPSO MIDI	145	SECTEUR 6	3054027A	BF	OVOIDE	125W	IR60	T42	E27	40241.44427	NOCTURNE	45.16164388	5.738072125
1566-	5765C025		FACADE	POLYESTER	57650001	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650001	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15992974	5.734513432
1543-	53850131	40626.38156	OCTO-CONIQUE	ACIER THERMOLAQUE	53850131	40626.38156	ECLATEC	ELIXE optique routière	51	SECTEUR 6	53850131	CPO	TUBE	045W	IR59	T28	PGZ12	40626.38156	NOCTURNE	45.16368504	5.734400499
0345-	48900098	33592	OCTOGONAL	ACIER GALVANISE	48900098	33592	THORN	PILOTE T2	290	SECTEUR 1	48900098	SHP	TUBE	0250W	IR25	T22	E40	39174	NOCTURNE	45.2058878	5.700999077
0345-	48900101	33592	OCTO-CONIQUE	ACIER GALVANISE	48900101	33592	THORN	PILOTE T2	175	SECTEUR 1	48900101	SHP	TUBE	0150W	IR25	T22	E40	39391	NOCTURNE	45.20618319	5.701448448
0345-	48900102	33592	OCTO-CONIQUE	ACIER GALVANISE	48900102	33592	THORN	PILOTE T2	175	SECTEUR 1	48900102	SHP	TUBE	0150W	IR25	T22	E40	39391	NOCTURNE	45.20637127	5.701549385
0345-	48900103	33592	OCTO-CONIQUE	ACIER GALVANISE	48900103	33592	THORN	PILOTE T2	175	SECTEUR 1	48900103	SHP	TUBE	0150W	IR25	T22	E40	39391	NOCTURNE	45.20657239	5.701657065
0345-	48900104	33592	OCTO-CONIQUE	ACIER GALVANISE	48900104	33592	THORN	PILOTE T2	175	SECTEUR 1	48900104	SHP	TUBE	0150W	IR25	T22	E40	39391	NOCTURNE	45.206775	5.701762921
0457TR05	48900126	24289	OCTO-CONIQUE	ACIER GALVANISE	48900126	39224	ECLATEC	PALEO 441	290	SECTEUR 1	48900126	SHP	TUBE	0250W	IR25	T22	E40	39224	NOCTURNE	45.20865415	5.696186678
0457TR05	48900127	24289	OCTO-CONIQUE	ACIER GALVANISE	48900127	39224	ECLATEC	PALEO 441	290	SECTEUR 1	48900127	SHP	TUBE	0250W	IR25	T22	E40	39224	NOCTURNE	45.20883805	5.695943018
0480-	54870001	30103		ACIER GALVANISE	5487M201	38099	DECAUX	PLANIMETRE	288		5487M201	PLANIMETRE							MOBILIER URBAIN EN CONDUITE		
1529A-	4505C002		FACADE	POLYESTER	45050004	34347	THORN	ACA500S	175	SECTEUR 5	45050004	SHP	TUBE	0150W	IR25	T22	E40	40361.47374	NOCTURNE	45.17088547	5.738687739
1529A-	4505C002		FACADE	POLYESTER	45050005	34347	THORN	ACA500S	175	SECTEUR 5	45050005	SHP	TUBE	0150W	IR25	T22	E40	40361.47374	NOCTURNE	45.17069423	5.738785347
1529A-	4505C002		FACADE	POLYESTER	45050030	34347	THORN	ACA500S	175	SECTEUR 5	45050030	SHP	TUBE	0150W	IR25	T22	E40	40361.47374	NOCTURNE	45.17107649	5.738598125
1529A-	4505C002		FACADE	POLYESTER	45050031	35345	COMATELEC	RADIAL 3	290	SECTEUR 5	45050031	SHP	TUBE	0250W	IR25	T22	E40	40361.47374	NOCTURNE	45.17112172	5.738495407
1529A-	46300004	24504	OCTO-CONIQUE	ACIER GALVANISE	46300004	39937	ECLATEC	PALEO 441	275	SECTEUR 5	46300004	SHP	TUBE	0250W	IR25	T22	E40	40361.47374	NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40)	45.17038486	5.738518436
1529A-	46300005	24504	OCTO-CONIQUE	ACIER GALVANISE	46300005	39937	ECLATEC	PALEO 441	175	SECTEUR 5	46300005	SHP	TUBE	0150W	IR25	T22	E40	40361.47374	NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40)	45.17030598	5.738208284
1529A-	46300006	24504	OCTO-CONIQUE	ACIER GALVANISE	46300006	39937	ECLATEC	PALEO 441	175	SECTEUR 5	46300006	SHP	TUBE	0150W	IR25	T22	E40	40361.47374	NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40)	45.17022775	5.737896157
1721-	46300007	39974	CYLINDRO-CONIQUE	ACIER GALVANISE	46300007	39937	ECLATEC	PALEO 441	175	SECTEUR 5	46300007	SHP	TUBE	0150W	IR25	T22	E40	40361.47374	NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40)	45.17014933	5.737584633
1527-	14250068	33469	OCTO-CONIQUE	ACIER THERMOLAQUE	14250068	33469	THORN	RCA500	145	SECTEUR 5	14250068	BF	OVOIDE	125W	IR60	T42	E27	40318.44564	NOCTURNE	45.17082568	5.734842604
1527-	14250069	38161	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	14250069	38161	COMATELEC	ARAMIS	145	SECTEUR 5	14250069	BF	OVOIDE	125W	IR60	T42	E27	40318.44564	NOCTURNE	45.17094147	5.734785199
1721-	14250058	33469		ACIER THERMOLAQUE	14250058	40490.68862	ECLATEC	ELYXE LX-R	51	SECTEUR 5	14250058	CPO	TUBE	045W	IR59	T28	PGZ12	40490.68862	NOCTURNE	45.16957026	5.73427563
1721-	14250059	40366.65478	OCTO-CONIQUE	ACIER THERMOLAQUE	14250059	40490.68862	ECLATEC	ELYXE LX-R	51	SECTEUR 5	14250059	CPO	TUBE	045W	IR59	T28	PGZ12	40490.68862	NOCTURNE	45.16957415	5.73446698
1721-	14250060	33469		ACIER THERMOLAQUE	14250060	40490.68862	ECLATEC	ELYXE LX-R	51	SECTEUR 5	14250060	CPO	TUBE	045W	IR59	T28	PGZ12	40490.68862	NOCTURNE	45.16957795	5.734653665
1721-	14250061	33469		ACIER THERMOLAQUE	14250061	40490.68862	ECLATEC	ELYXE LX-R	51	SECTEUR 5	14250061	CPO	TUBE	045W	IR59	T28	PGZ12	40490.68862	NOCTURNE	45.16958199	5.734845113
1721-	14250062	40366.65478	OCTO-CONIQUE	ACIER THERMOLAQUE	14250062	40490.68862	ECLATEC	ELYXE LX-R	51	SECTEUR 5	14250062	CPO	TUBE	045W	IR59	T28	PGZ12	40490.68862	NOCTURNE	45.16958659	5.735066765
1721-	32250008	24869		ACIER GALVANISE	32250008	39926	ECLATEC	PALEO 441	175	SECTEUR 5	32250008	SHP	TUBE	0150W	IR25	T22	E40	39926	NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40)	45.16964246	5.734110284
1566-	5765C025		FACADE	POLYESTER	57650002	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650002	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15992827	5.734465513
1566-	5765C025		FACADE	POLYESTER	57650003	29495	THORN	CA40	94	SECTEUR 6	57650003	BF	OVOIDE	080W	IR60	T42	E27	40345.47488	NOCTURNE	45.15983864	5.734347764
1566-	5765C025		FACADE	POLYESTER	57650004	29495	THORN	CA40	100	SECTEUR 6	57650004	BF	OVOIDE	080W	IR60	T42	E27	40345.47488	NOCTURNE	45.15983727	5.734267839
1558-	37250017	29221		ACIER GALVANISE	37250017	29221	THORN	CA500	145	SECTEUR 6	37250017	BF	OVOIDE	125W	IR60	T42	E27	40240.56983	NOCTURNE	45.16427346	5.740295008
1566-	5765C025		FACADE	POLYESTER	57650006	29495	THORN	CA40	100	SECTEUR 6	57650006	BF	OVOIDE	080W	IR60	T42	E27	40345.47488	NOCTURNE	45.15980589	5.734181594
1566-	5765C025		FACADE	POLYESTER	57650007	29495	THORN	CA40	145	SECTEUR 6	57650007	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.1598045	5.734129708
1566-	5765C025		FACADE	POLYESTER	57650008	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650008	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15978067	5.734326765
1566-	5765C025		FACADE	POLYESTER	57650009	29495	ECLATEC	SA50 AV	145	SECTEUR 6	57650009	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15978036	5.734306369
1566-	5765C025		FACADE	POLYESTER	57650010	39352	THORN	CA40	145	SECTEUR 6	57650010	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15975867	5.734234741
1566-	5765C025		FACADE	POLYESTER	57650011	29495	THORN	CA40	145	SECTEUR 6	57650011	BF	OVOIDE	125W	IR60	T42	E27	40345.47488	NOCTURNE	45.15975767	5.734183591
0457TR05	48900128	24289	OCTO-CONIQUE	ACIER GALVANISE	48900128	39224	ECLATEC	PALEO 441	290	SECTEUR 1	48900128	SHP	TUBE	0250W	IR25	T22	E40	39224	NOCTURNE	45.20900772	5.695699184
0457TR05	48900129	24289	OCTO-CONIQUE	ACIER GALVANISE	48900129	39224	ECLATEC	PALEO 441	290	SECTEUR 1	48900129	SHP	TUBE	0250W	IR25	T22	E40	39224	NOCTURNE	45.2091726	5.695427073
0454-	3605C011		FACADE	POLYESTER	36050173	34808	PHILIPS	DIAMANT MNF300/400	145	SECTEUR 2	36050173	BF	OVOIDE	125W	IR60	T42	E27	40732.3349	NOCTURNE	45.18438476	5.730793084
0457TR05	48900131	24289	OCTO-CONIQUE	ACIER GALVANISE	48900131	39224	ECLATEC	PALEO 441	290	SECTEUR 1	48900131	SHP	TUBE	0250W	IR25	T22	E40	39224	NOCTURNE	45.20945976	5.694831761
0457TR05	48900132	24289	OCTO-CONIQUE	ACIER GALVANISE	48900132	39224	ECLATEC	PALEO 441	290	SECTEUR 1	48900132	SHP	TUBE	0250W	IR25	T22	E40	39224	NOCTURNE	45.20957715	5.694516815
0457TR06	48900133	39953	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	48900133	39953	ECLATEC	PALEO 441	175	SECTEUR 1	48900133	SHP	TUBE	0150W	IR25	T22	E40	39953	NOCTURNE	45.20968246	5.694190991
0457TR06	48900134	32391	OCTO-CONIQUE	ACIER GALVANISE	48900134	32391	THORN	PILOTE T2	290	SECTEUR 1	48900134	SHP	TUBE	0250W	IR25	T22	E40	39174	NOCTURNE	45.20977293	5.693842068
0206-	24050052	31594		ACIER	2450M029	40525.4209	DECAUX	PLANIMETRE	288	SECTEUR 6	2450M029	PLANIMETRE						40525	MOBILIER URBAIN EN CONDUITE	45.1596904	5.720241772
0502A	6305P502A		CHASSIS EP	POLYESTER	63050318	38287	SAMMODE	ENSTEIN	60	SECTEUR 6	63050318	Tube Fluo	FLUO	54W	IR80	T40	D16	38287	NOCTURNE AVEC COMPTAGE GRAND PLACE	45.15719026	5.732036547
1721-	46300008	25600	OCTO-CONIQUE	ACIER GALVANISE	46300008	39937	ECLATEC	PALEO 441	175	SECTEUR 5	46300008	SHP	TUBE	0150W	IR25	T22	E40	40361.47374	NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40)	45.17007059	5.73727157
1721-	46300009	25600	OCTO-CONIQUE	ACIER GALVANISE	46300009	39937	ECLATEC	PALEO 441	175	SECTEUR 5	46300009	SHP	TUBE	0150W	IR25	T22	E40	40361.47374	NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40)	45.16998883	5.736947893
1721-	46300010	25600	OCTO-CONIQUE	ACIER GALVANISE	46300010	39937	ECLATEC	PALEO 441	175	SECTEUR 5	46300010	SHP	TUBE	0150W	IR25	T22	E40	40361.47374	NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40)	45.16990774	5.736625536
1721-	46300011	39345	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	46300011	39937	ECLATEC	PALEO 441	175	SECTEUR 5	46300011	SHP	TUBE	0150W	IR25	T22	E40	39937	NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40)	45.16982358	5.736291402
1721-	46300012	24504	OCTO-CONIQUE	ACIER GALVANISE	46300012	39937	ECLATEC	PALEO 441	175	SECTEUR 5	46300012	SHP	TUBE	0150W	IR25	T22	E40	39937	NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40)	45.16973943	5.735957021
