Code armoire	Code Support	Date pose support	Forme support	Nature support	Code foyer	Date Pose Foyer	Marque Luminaire	Libellé Réf Luminaire	Puissance foyer (Watt)	Secteur foyer	Code Lampe	Type Lampe	Référence	Puissance	IRC	Type	Douille	Date pose lampe	Nom Régime	Latitude	Longitude
1759-	38600127	38853	CYLINDRIQUE	ALU ANODISE	38600127	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600127-03	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	HORS CONDUITE	45.18608922	5.734490015
1759-	38600127	38853	CYLINDRIQUE	ALU ANODISE	38600127	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600127-01	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	NOCTURNE	45.18608922	5.734490015
1759-	38600127	38853	CYLINDRIQUE	ALU ANODISE	38600127	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600127-04	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	HORS CONDUITE	45.18608922	5.734490015
1759-	38600127	38853	CYLINDRIQUE	ALU ANODISE	38600127	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600127-02	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	NOCTURNE	45.18608922	5.734490015
1759-	38600129	38853	CYLINDRIQUE	ALU ANODISE	38600129	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600129-04	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	HORS CONDUITE	45.18605031	5.73439509
1759-	38600129	38853	CYLINDRIQUE	ALU ANODISE	38600129	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600129-03	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	HORS CONDUITE	45.18605031	5.73439509
1759-	38600129	38853	CYLINDRIQUE	ALU ANODISE	38600129	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600129-02	Tube Fluo	FLUO	36W	IR85	T40	D26	40430.57308	NOCTURNE	45.18605031	5.73439509
1759-	38600129	38853	CYLINDRIQUE	ALU ANODISE	38600129	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600129-01	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	NOCTURNE	45.18605031	5.73439509
1759-	38600131	38853	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	38600131	38853	ECLATEC	ELIPT 45	172	SECTEUR 2	38600131	I.C.	TUBE	150W	IR85	T28	E40	40234.63712	NOCTURNE	45.18614629	5.734291562
1759-	38600139	38853	CYLINDRIQUE	ALU ANODISE	38600139	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600139-04	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	HORS CONDUITE	45.18591665	5.734050356
1759-	38600139	38853	CYLINDRIQUE	ALU ANODISE	38600139	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600139-03	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	HORS CONDUITE	45.18591665	5.734050356
1759-	38600139	38853	CYLINDRIQUE	ALU ANODISE	38600139	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600139-02	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	NOCTURNE	45.18591665	5.734050356
1759-	38600139	38853	CYLINDRIQUE	ALU ANODISE	38600139	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600139-01	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	NOCTURNE	45.18591665	5.734050356
1759-	38600141	38853	CYLINDRIQUE	ALU ANODISE	38600141	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600141-01	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	NOCTURNE	45.18587116	5.733940225
1759-	38600141	38853	CYLINDRIQUE	ALU ANODISE	38600141	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600141-04	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	HORS CONDUITE	45.18587116	5.733940225
1759-	38600141	38853	CYLINDRIQUE	ALU ANODISE	38600141	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600141-03	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	HORS CONDUITE	45.18587116	5.733940225
1759-	38600141	38853	CYLINDRIQUE	ALU ANODISE	38600141	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600141-02	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	NOCTURNE	45.18587116	5.733940225
1404A	40100108	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100108	38566	COMATELEC	TRAM38	172	SECTEUR 1	40100108	I.C.	TUBE	150W	IR85	T28	E40	40351.62851	NOCTURNE	45.18024762	5.710096373
1404A	40100110	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100110	38566	COMATELEC	TRAM38	172	SECTEUR 1	40100110	I.C.	TUBE	150W	IR85	T28	E40	40851.46515	NOCTURNE	45.18024287	5.709793252
1404A	40100112	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100112	38566	COMATELEC	TRAM38	172	SECTEUR 1	40100112	I.C.	TUBE	150W	IR85	T28	E40	40351.62851	NOCTURNE	45.18023838	5.709520042
1404A	40100114	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100114	38566	COMATELEC	TRAM38	172	SECTEUR 1	40100114	I.C.	TUBE	150W	IR85	T28	E40	40351.62851	NOCTURNE	45.1802347	5.709245567
1404A	40100116	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100116	38566	COMATELEC	TRAM38	172	SECTEUR 1	40100116	I.C.	TUBE	150W	IR85	T28	E40	40351.62851	NOCTURNE	45.18023068	5.708978471
1404A	40100118	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100118	38566	COMATELEC	TRAM38	172	SECTEUR 1	40100118	I.C.	TUBE	150W	IR85	T28	E40	40351.62851	NOCTURNE	45.18022673	5.708721513
1404A	40100120	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100120	38566	COMATELEC	TRAM38	172	SECTEUR 1	40100120	I.C.	TUBE	150W	IR85	T28	E40	40351.62851	NOCTURNE	45.18022321	5.70848056
1404A	40100122	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100122	38566	COMATELEC	TRAM38	172	SECTEUR 1	40100122	I.C.	TUBE	150W	IR85	T28	E40	40351.62851	NOCTURNE	45.18021917	5.708222261
1404A	40100124	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100124	38566	COMATELEC	TRAM38	172	SECTEUR 1	40100124	I.C.	TUBE	150W	IR85	T28	E40	40351.62851	NOCTURNE	45.18021522	5.707956047
1404A	40100126	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100126	38566	COMATELEC	TRAM38	172	SECTEUR 1	40100126	I.C.	TUBE	150W	IR85	T28	E40	40351.62851	NOCTURNE	45.18021109	5.707694114
1404A	40100128	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100128	38566	COMATELEC	TRAM38	172	SECTEUR 1	40100128	I.C.	TUBE	150W	IR85	T28	E40	40351.62851	NOCTURNE	45.18020707	5.707426725
1404A	40100130	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100130	38566	THORN	CONTRAST	90	SECTEUR 1	40100130	I.M.	TUBE	0070W	IR75	T30	R7s	40219	NOCTURNE	45.18025834	5.707333155
1404A	40100132	39031	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100132	38566	COMATELEC	TRAM38	172	SECTEUR 1	40100132	I.C.	TUBE	150W	IR85	T28	E40	40351.62851	NOCTURNE	45.18020263	5.707147292
1404A	40100134	40269.56999	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100134	40269.59722	THORN	CONTRAST	90	SECTEUR 1	40100134	I.M.	TUBE	0070W	IR75	T30	R7s	40351.62851	NOCTURNE	45.18025643	5.70709101
1404A	40100144	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100144	38566	THORN	CONTRAST	90	SECTEUR 1	40100144	I.M.	TUBE	0070W	IR75	T30	R7s	40213.63663	NOCTURNE	45.18026122	5.706816485
1404A	40100146	39031	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100146	38566	COMATELEC	TRAM38	172	SECTEUR 1	40100146	I.C.	TUBE	150W	IR85	T28	E40	40351.62851	NOCTURNE	45.18019987	5.706775212
1404A	40100148	40269.56999	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100148	38566	THORN	CONTRAST	90	SECTEUR 1	40100148	I.M.	TUBE	0070W	IR75	T30	R7s	40213.63663	NOCTURNE	45.18025805	5.706554499
1759-	38600133	38853	CYLINDRIQUE	ALU ANODISE	38600133	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600133-04	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	HORS CONDUITE	45.18600348	5.734269599
1759-	38600133	38853	CYLINDRIQUE	ALU ANODISE	38600133	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600133-03	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	HORS CONDUITE	45.18600348	5.734269599
1759-	38600133	38853	CYLINDRIQUE	ALU ANODISE	38600133	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600133-02	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	NOCTURNE	45.18600348	5.734269599
1759-	38600133	38853	CYLINDRIQUE	ALU ANODISE	38600133	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600133-01	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	NOCTURNE	45.18600348	5.734269599
1759-	38600135	38853	CYLINDRIQUE	ALU ANODISE	38600135	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600135-04	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	HORS CONDUITE	45.18595864	5.734153648
1759-	38600135	38853	CYLINDRIQUE	ALU ANODISE	38600135	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600135-03	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	HORS CONDUITE	45.18595864	5.734153648
1759-	38600135	38853	CYLINDRIQUE	ALU ANODISE	38600135	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600135-02	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	NOCTURNE	45.18595864	5.734153648
1759-	38600135	38853	CYLINDRIQUE	ALU ANODISE	38600135	38853	COMATELEC	PHYLOS	184	SECTEUR 5	38600135-01	Tube Fluo	FLUO	36W	IR85	T40	D26	40234.63712	NOCTURNE	45.18595864	5.734153648
1759-	38600137	38853	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	38600137	38853	ECLATEC	ELIPT 45	172	SECTEUR 2	38600137	I.C.	TUBE	150W	IR85	T28	E40	40234.63712	NOCTURNE	45.18606169	5.734074588
0972-	40100149	39031	CYLINDRIQUE	ACIER THERMOLAQUE	40100149	39031	COMATELEC	PHYLOS	184	SECTEUR 3	40100149-01	Tube Fluo	FLUO	36W	IR85	T40	D26	40382.69652	NOCTURNE	45.18003355	5.706450082
0972-	40100151	39031	CYLINDRIQUE	ACIER THERMOLAQUE	40100151	39031	COMATELEC	PHYLOS	184	SECTEUR 3	40100151-04	Tube Fluo	FLUO	36W	IR85	T40	D26	39031	HORS CONDUITE	45.18002668	5.706028298
0972-	40100151	39031	CYLINDRIQUE	ACIER THERMOLAQUE	40100151	39031	COMATELEC	PHYLOS	184	SECTEUR 3	40100151-01	Tube Fluo	FLUO	36W	IR85	T40	D26	40382.69652	NOCTURNE	45.18002668	5.706028298
0972-	40100151	39031	CYLINDRIQUE	ACIER THERMOLAQUE	40100151	39031	COMATELEC	PHYLOS	184	SECTEUR 3	40100151-03	Tube Fluo	FLUO	36W	IR85	T40	D26	39031	HORS CONDUITE	45.18002668	5.706028298
0972-	40100151	39031	CYLINDRIQUE	ACIER THERMOLAQUE	40100151	39031	COMATELEC	PHYLOS	184	SECTEUR 3	40100151-02	Tube Fluo	FLUO	36W	IR85	T40	D26	40382.69652	NOCTURNE	45.18002668	5.706028298
0972-	40100154	39031	CYLINDRIQUE	ACIER THERMOLAQUE	40100154	39031	COMATELEC	PHYLOS	184	SECTEUR 1	40100154-02	Tube Fluo	FLUO	36W	IR85	T40	D26	40382.69652	NOCTURNE	45.18012691	5.706446586
0972-	40100154	39031	CYLINDRIQUE	ACIER THERMOLAQUE	40100154	39031	COMATELEC	PHYLOS	184	SECTEUR 1	40100154-04	Tube Fluo	FLUO	36W	IR85	T40	D26	39031	HORS CONDUITE	45.18012691	5.706446586
0972-	40100154	39031	CYLINDRIQUE	ACIER THERMOLAQUE	40100154	39031	COMATELEC	PHYLOS	184	SECTEUR 1	40100154-03	Tube Fluo	FLUO	36W	IR85	T40	D26	39031	HORS CONDUITE	45.18012691	5.706446586
1346A	48000127	39031	CYLINDRIQUE	ACIER THERMOLAQUE	48000127	38610	COMATELEC	PHYLOS	184	SECTEUR 4	48000127-04	Tube Fluo	FLUO	36W	IR85	T40	D26	40406.47885	HORS CONDUITE	45.18026138	5.718832486
1346A	48000127	39031	CYLINDRIQUE	ACIER THERMOLAQUE	48000127	38610	COMATELEC	PHYLOS	184	SECTEUR 4	48000127-03	Tube Fluo	FLUO	36W	IR85	T40	D26	40406.47885	HORS CONDUITE	45.18026138	5.718832486
1346A	48000127	39031	CYLINDRIQUE	ACIER THERMOLAQUE	48000127	38610	COMATELEC	PHYLOS	184	SECTEUR 4	48000127-02	Tube Fluo	FLUO	36W	IR85	T40	D26	40406.47885	NOCTURNE	45.18026138	5.718832486
1346A	48000127	39031	CYLINDRIQUE	ACIER THERMOLAQUE	48000127	38610	COMATELEC	PHYLOS	184	SECTEUR 4	48000127-01	Tube Fluo	FLUO	36W	IR85	T40	D26	40406.47885	NOCTURNE	45.18026138	5.718832486
1346A	48000131	39031	CYLINDRIQUE	ACIER THERMOLAQUE	48000131	38610	COMATELEC	PHYLOS	184	SECTEUR 3	48000131-03	Tube Fluo	FLUO	36W	IR85	T40	D26	40406.47885	HORS CONDUITE	45.18024399	5.718573765
1346A	48000131	39031	CYLINDRIQUE	ACIER THERMOLAQUE	48000131	38610	COMATELEC	PHYLOS	184	SECTEUR 3	48000131-01	Tube Fluo	FLUO	36W	IR85	T40	D26	40406.47885	NOCTURNE	45.18024399	5.718573765
1346A	48000131	39031	CYLINDRIQUE	ACIER THERMOLAQUE	48000131	38610	COMATELEC	PHYLOS	184	SECTEUR 3	48000131-04	Tube Fluo	FLUO	36W	IR85	T40	D26	40406.47885	HORS CONDUITE	45.18024399	5.718573765
1346A	48000131	39031	CYLINDRIQUE	ACIER THERMOLAQUE	48000131	38610	COMATELEC	PHYLOS	184	SECTEUR 3	48000131-02	Tube Fluo	FLUO	36W	IR85	T40	D26	40406.47885	NOCTURNE	45.18024399	5.718573765
0972-	40100154	39031	CYLINDRIQUE	ACIER THERMOLAQUE	40100154	39031	COMATELEC	PHYLOS	184	SECTEUR 1	40100154-01	Tube Fluo	FLUO	36W	IR85	T40	D26	40382.69652	NOCTURNE	45.18012691	5.706446586
0972-	40100156	39031	CYLINDRIQUE	ACIER THERMOLAQUE	40100156	39031	COMATELEC	PHYLOS	184	SECTEUR 1	40100156-01	Tube Fluo	FLUO	36W	IR85	T40	D26	40382.69652	NOCTURNE	45.18012081	5.706025255
0972-	40100156	39031	CYLINDRIQUE	ACIER THERMOLAQUE	40100156	39031	COMATELEC	PHYLOS	184	SECTEUR 1	40100156-04	Tube Fluo	FLUO	36W	IR85	T40	D26	39031	HORS CONDUITE	45.18012081	5.706025255
0972-	40100156	39031	CYLINDRIQUE	ACIER THERMOLAQUE	40100156	39031	COMATELEC	PHYLOS	184	SECTEUR 1	40100156-03	Tube Fluo	FLUO	36W	IR85	T40	D26	39031	HORS CONDUITE	45.18012081	5.706025255
0972-	40100156	39031	CYLINDRIQUE	ACIER THERMOLAQUE	40100156	39031	COMATELEC	PHYLOS	184	SECTEUR 1	40100156-02	Tube Fluo	FLUO	36W	IR85	T40	D26	40382.69652	NOCTURNE	45.18012081	5.706025255
0972-	40100158	39031	CYLINDRIQUE	POLYESTER	40100158	39031	COMATELEC	TRAM38	172	SECTEUR 1	40100158	I.C.	TUBE	150W	IR85	T28	E40	41002.44015	NOCTURNE	45.18010588	5.705700766
0972-	40100159	39031	CYLINDRO-CONIQUE	POLYESTER	40100159	39031	COMATELEC	TRAM38	172	SECTEUR 3	40100159	I.C.	TUBE	150W	IR85	T28	E40	40351.62851	NOCTURNE	45.17973724	5.705536213
0972-	60350050	39031	CYLINDRO-CONIQUE	POLYESTER	60350050	39031	ECLATEC	ELIPT 55	175	SECTEUR 3	60350050	SHP	TUBE	0150W	IR25	T22	E40	39031	NOCTURNE	45.17952184	5.705490718
0972-	60350051	39031	CYLINDRO-CONIQUE	POLYESTER	60350051	39031	ECLATEC	ELIPT 55	175	SECTEUR 3	60350051	SHP	TUBE	0150W	IR25	T22	E40	39031	NOCTURNE	45.17936322	5.705478584
0077-	5060C001		FACADE	POLYESTER	08800003	39630	ECLATEC	ELIPT 55	175	SECTEUR 2	08800003	SHP	TUBE	0150W	IR25	T22	E40	40682.48171	NOCTURNE	45.19214814	5.724837192
1756-	40100212	39762	CYLINDRIQUE	ACIER THERMOLAQUE	4010212A	39031	THORN	CONTRAST	90	SECTEUR 1	4010212A	I.M.	TUBE	0070W	IR75	T30	R7s	39031	NOCTURNE	45.18036672	5.704538399
1756-	40100214	39762	CYLINDRIQUE	ACIER THERMOLAQUE	4010214A	39031	THORN	CONTRAST	90	SECTEUR 1	4010214A	I.M.	TUBE	0070W	IR75	T30	R7s	39031	NOCTURNE	45.18037252	5.70435229
1404A	40100168	38805	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	4010168A	39048	SILL	455.6.015 42 ASY-EXT	172	SECTEUR 1	4010168A	I.M.	TUBE	0150W	IR88	T42	RX7s-24	40525.42153	NOCTURNE	45.18023786	5.705616896
0972-	40100153	38805	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	4010153A	38805	SILL	455.6.015 42 ASY-EXT	172	SECTEUR 3	4010153A	I.M.	TUBE	0150W	IR88	T42	RX7s-24	40525.39653	NOCTURNE	45.1799346	5.705620288
1756-	40100173	39031	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	4010173A	39031	SILL	455.6.015 42 ASY-EXT	172	SECTEUR 3	4010173A	I.M.	TUBE	0150W	IR88	T42	RX7s-24	40525.52917	NOCTURNE	45.17992478	5.705204893
1549-	53850296	39066	OCTO-CONIQUE	ACIER THERMOLAQUE	53850296	39066	ECLATEC	ELIPT 45	122	SECTEUR 6	53850296	I.C.	TUBE	100W	IR83	T28	E40	40541.45723	NOCTURNE	45.16154812	5.734658575
1549-	53850297	39066	OCTO-CONIQUE	ACIER THERMOLAQUE	53850297	39066	ECLATEC	ELIPT 45	122	SECTEUR 6	53850297	I.C.	TUBE	100W	IR83	T28	E40	39967.52844	NOCTURNE	45.16171155	5.734509802
0914-	40600013	39065	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40600013	39065	ECLATEC	ELIPT 55	120	SECTEUR 5	40600013	SHP	TUBE	0100W	IR25	T22	E40	40003.53421	NOCTURNE	45.16923608	5.736620204
1428-	39420087	39071	OCTO-CONIQUE	ACIER THERMOLAQUE	39420087	39071	ECLATEC	ELIPT 45	122	SECTEUR 5	39420087	I.C.	TUBE	100W	IR83	T28	E40	40274.58736	NOCTURNE	45.17533416	5.746937926
1428-	39420088	39071	OCTO-CONIQUE	ACIER THERMOLAQUE	39420088	39071	ECLATEC	ELIPT 45	122	SECTEUR 5	39420088	I.C.	TUBE	100W	IR83	T28	E40	40274.58736	HORS CONDUITE	45.17527092	5.746699752
1428-	39420089	39071	OCTO-CONIQUE	ACIER THERMOLAQUE	39420089	39071	ECLATEC	ELIPT 45	122	SECTEUR 5	39420089	I.C.	TUBE	100W	IR83	T28	E40	40274.58736	NOCTURNE	45.17521	5.746464363
1428-	39420090	39071	OCTO-CONIQUE	ACIER THERMOLAQUE	39420090	39071	ECLATEC	ELIPT 45	122	SECTEUR 5	39420090	I.C.	TUBE	100W	IR83	T28	E40	40274.58736	NOCTURNE	45.17515064	5.746229664
1433-	13250016	39074	OCTO-CONIQUE	ACIER THERMOLAQUE	13250016	39074	ECLATEC	ELIPT 45	90	SECTEUR 5	13250016	I.M.	TUBE	0070W	IR75	T30	R7s	40313.37663	NOCTURNE	45.17504376	5.741292987
1433-	13250017	39074	OCTO-CONIQUE	ACIER THERMOLAQUE	13250017	39074	ECLATEC	ELIPT 45	90	SECTEUR 5	13250017	I.M.	TUBE	0070W	IR75	T30	R7s	40313.37663	NOCTURNE	45.17509612	5.741042738
1433-	13250018	39074	OCTO-CONIQUE	ACIER THERMOLAQUE	13250018	39074	ECLATEC	ELIPT 45	90	SECTEUR 5	13250018	I.C.	TUBE	070W	IR83	T27	E27	40313.37663	NOCTURNE	45.17509837	5.741234689
1548-	13060023	40353.66681	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	13060023	40353.66681	ECLATEC	ELIPT 45	90	SECTEUR 6	13060023	I.C.	TUBE	070W	IR83	T27	E27	40353	NOCTURNE	45.16054289	5.736075158
0708-	48000012	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	48000012	38499	COMATELEC	TRAM38	172	SECTEUR 2	48000012	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18175202	5.726321552
0708-	48000014	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	48000014	38777	COMATELEC	TRAM38	172	SECTEUR 2	48000014	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18167965	5.726096355
0708-	48000016	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	48000016	38777	COMATELEC	TRAM38	172	SECTEUR 2	48000016	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18161794	5.725890573
0708-	48000018	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	48000018	38777	COMATELEC	TRAM38	172	SECTEUR 2	48000018	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18154828	5.725642641
0708-	48000020	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	48000020	38777	COMATELEC	TRAM38	172	SECTEUR 2	48000020	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18147983	5.725379143
0708-	48000022	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	48000022	38777	COMATELEC	TRAM38	172	SECTEUR 2	48000022	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18142475	5.725149556
0708-	48000024	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	48000024	38777	COMATELEC	TRAM38	172	SECTEUR 2	48000024	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18135574	5.724844964
0708-	48000026	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	48000026	38777	COMATELEC	TRAM38	172	SECTEUR 2	48000026	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18129218	5.724547653
0708-	48000028	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	48000028	38498	COMATELEC	TRAM38	172	SECTEUR 2	48000028	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18123734	5.724293508
0708-	48000030	38499	CYLINDRIQUE	ACIER THERMOLAQUE	48000030	38499	THORN	CONTRAST	90	SECTEUR 2	48000030	I.M.	TUBE	0070W	IR75	T30	R7s	40406.45414	NOCTURNE	45.18126852	5.724128418
0708-	48000032	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	48000032	38864	COMATELEC	TRAM38	172	SECTEUR 2	48000032	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18122594	5.72402209
0708-	48000034	38499	CYLINDRIQUE	ACIER THERMOLAQUE	48000034	38499	THORN	CONTRAST	90	SECTEUR 2	48000034	I.M.	TUBE	0070W	IR75	T30	R7s	40406.45414	NOCTURNE	45.18121548	5.723857595
0708-	48000036	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	48000036	38864	COMATELEC	TRAM38	172	SECTEUR 2	48000036	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18117772	5.723770024
0708-	48000038	38499	CYLINDRIQUE	ACIER THERMOLAQUE	48000038	38499	THORN	CONTRAST	90	SECTEUR 2	48000038	I.M.	TUBE	0070W	IR75	T30	R7s	40406.45414	NOCTURNE	45.18117817	5.72364831
0708-	48000040	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	48000040	38864	COMATELEC	TRAM38	172	SECTEUR 2	48000040	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18113616	5.723543709
0708-	48000042	38499	CYLINDRIQUE	ACIER THERMOLAQUE	48000042	38499	THORN	CONTRAST	90	SECTEUR 2	48000042	I.M.	TUBE	0070W	IR75	T30	R7s	40406.45414	NOCTURNE	45.18111908	5.723318411
0708-	48000012	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	4800012A	38499	COMATELEC	TRAM38	172	SECTEUR 2	4800012A	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18177969	5.726314034
0708-	48000014	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	4800014A	38777	COMATELEC	TRAM38	172	SECTEUR 2	4800014A	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18170491	5.726079643
0708-	48000016	38499	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	4800016A	38777	COMATELEC	TRAM38	172	SECTEUR 2	4800016A	I.C.	TUBE	150W	IR85	T28	E40	40406.45414	NOCTURNE	45.18164079	5.725867163
1404A	40100150	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100150	38566	COMATELEC	TRAM38	172	SECTEUR 1	40100150	I.C.	TUBE	150W	IR85	T28	E40	40351.62851	NOCTURNE	45.18021666	5.706428278
1404A	40100152	38566	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	40100152	38566	THORN	CONTRAST	90	SECTEUR 1	40100152	I.M.	TUBE	0070W	IR75	T30	R7s	40213.63663	NOCTURNE	45.18025349	5.706299251
1548-	13060020	40353.66681	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	13060020	40353.66681	ECLATEC	ELIPT 45	90	SECTEUR 6	13060020	I.C.	TUBE	070W	IR83	T27	E27	40353	NOCTURNE	45.1607905	5.735708365
1548-	13060021	40353.66681	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	13060021	40353.66681	ECLATEC	ELIPT 45	90	SECTEUR 6	13060021	I.C.	TUBE	070W	IR83	T27	E27	40353	NOCTURNE	45.16070926	5.735839546
0250-	32050067	39042	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	32050067	39042	ECLATEC	ELIPT 45	122	SECTEUR 4	32050067	I.C.	TUBE	100W	IR83	T28	E40	41323.55806	NOCTURNE	45.17738676	5.72164743
0250-	32050068	39042	CYLINDRO-CONIQUE	ACIER THERMOLAQUE	32050068	39042	ECLATEC	ELIPT 45	122	SECTEUR 4	32050068	I.C.	TUBE	100W	IR83	T28	E40	41323.55806	NOCTURNE	45.17757769	5.721477647
0972-	40100149	39031	CYLINDRIQUE	ACIER THERMOLAQUE	40100149	39031	COMATELEC	PHYLOS	184	SECTEUR 3	40100149-02	Tube Fluo	FLUO	36W	IR85	T40	D26	40382.69652	NOCTURNE	45.18003355	5.706450082
