Luminaire - Type,Luminaire - Code luminaire,Luminaire - Hauteur de feu,Luminaire - X,Luminaire - Y,Lampe - IRC,Lampe - Température Couleur,Lampe - Régime,Lampe - Régime (simplifié),Latitude,Longitude
CLASSIQUE,150001,8,915372.23,6457509.33,,,GRE NOCTURNE,Fonctionnement standard,45.183226893016794,5.742691396414148
CLASSIQUE,150002,8,915341.12,6457511.48,,3000,GRE NOCTURNE,Fonctionnement standard,45.183255967335874,5.742296490230645
CLASSIQUE,150003,8,915299.73,6457514.81,,2000,GRE NOCTURNE,Fonctionnement standard,45.18329887220351,5.741771298006332
CLASSIQUE,150005,5,915262.16,6457516.79,25,2200,GRE NOCTURNE,Fonctionnement standard,45.18332843245434,5.7412941157774435
CLASSIQUE,400001,8,914584.32,6458292.82,25,2000,GRE NOCTURNE,Fonctionnement standard,45.19052326566468,5.733010855945842
CLASSIQUE,400002,8,914562.35,6458275.88,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1903776714429,5.732723798986248
CLASSIQUE,400003,8,914544.15,6458262.49,25,2000,GRE NOCTURNE,Fonctionnement standard,45.19026284773346,5.732486284795361
CLASSIQUE,400004,8,914520.64,6458244.95,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1901123325981,5.732179368126582
CLASSIQUE,400005,8,914501.11,6458230.27,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18998631354808,5.731924362374733
CLASSIQUE,400006,8,914474.63,6458210.47,60,2870,GRE NOCTURNE,Fonctionnement standard,45.189816384548564,5.731578657238277
CLASSIQUE,500002,10,913024.11,6458144.53,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.189673198857335,5.713090374838848
CLASSIQUE,500003,10,913027.12,6458126.21,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18950740869086,5.713120666451006
CLASSIQUE,500008,9,913001.54,6458087.35,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18916562486025,5.712778138495327
CLASSIQUE,500009,9,912998.11,6458061.05,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18893001564614,5.71272298579609
CLASSIQUE,500010,9,912996.59,6458041.55,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18875500796285,5.7126951139325595
CLASSIQUE,500011,9,912994.48,6458020.93,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18857010402377,5.712659244185855
CLASSIQUE,500012,8.5,913001.96,6457963.66,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18805242600525,5.7127293854128
CLASSIQUE,500013,8.5,912999.91,6457945.32,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18788802094733,5.712695276704406
CLASSIQUE,500018,9,912968.58,6457767.45,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.186297082700705,5.712218804012668
CLASSIQUE,500019,9,912965.33,6457736.52,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18601975299654,5.712163922571925
CLASSIQUE,500020,9,912962.6,6457706.15,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18574730185616,5.712115903614908
CLASSIQUE,500021,9,912959.17,6457677.92,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18549432470281,5.712059913230454
CLASSIQUE,500022,9,912957.1,6457661.08,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18534342400244,5.712026209390425
CLASSIQUE,500023,9,912952.74,6457628.78,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.185054109028314,5.711956606107185
CLASSIQUE,500024,9,912949.56,6457600.44,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18480006466536,5.711903750284103
CLASSIQUE,500026,10,912954.01,6457545.33,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18430276191722,5.7119362819045625
CLASSIQUE,500027,9,912952.08,6457517.21,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.184050310861984,5.711899429036783
CLASSIQUE,500028,9,912949.13,6457490.57,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.183811493470365,5.71185024432136
CLASSIQUE,500029,9,912943.86,6457457.66,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.1835169705261,5.71176879774953
CLASSIQUE,500030,9,912931,6457441.7,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18337732455732,5.711598181907919
CLASSIQUE,500031,9,912927.34,6457406.22,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18305917669421,5.711536100418161
CLASSIQUE,500032,9,912924.61,6457380.9,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18283216967255,5.711490294514809
CLASSIQUE,500034,9,912930.66,6457331.97,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18238998554898,5.711545889110941
CLASSIQUE,500035,8,912927.96,6457314.7,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18223541004755,5.711503984223751
CLASSIQUE,500036,10,912926,6457289.06,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18200528539244,5.711467836972874
CLASSIQUE,500037,0,912911.31,6457262.34,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18176937703629,5.7112692381411465
CLASSIQUE,500038,9,912921.43,6457240.3,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18156791411606,5.71138837410086
CLASSIQUE,500039,9,912919.04,6457217.13,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.181360149539266,5.711347835965607
CLASSIQUE,500040,8,912920.08,6457179.4,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.181020301438686,5.711344577951222
CLASSIQUE,500041,8,912923.1,6457151.56,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18076883993061,5.7113708362591264
CLASSIQUE,500042,9,912927.36,6457117.1,25,2000,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18045742274062,5.71140997854102
LED,500044,8,912933.7,6457053.91,,3000,CREM NOCTURNE AVEC VARIATIEUR BH (Réduction de  33 % flux - 27 % puissance de 22h à 6h),Abaissement en milieu de nuit,45.17988682568438,5.711463028400423
LED,500045,8,912942.84,6457020.08,,3000,CREM NOCTURNE AVEC VARIATIEUR BH (Réduction de  33 % flux - 27 % puissance de 22h à 6h),Abaissement en milieu de nuit,45.17957956920579,5.711564536864242
LED,500051,8,912936.97,6457036,,3000,CREM NOCTURNE AVEC VARIATIEUR BH (Réduction de  33 % flux - 27 % puissance de 22h à 6h),Abaissement en milieu de nuit,45.17972464547628,5.711496806930066
LED,800001,6,914394.23,6458734.84,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.194560117175826,5.730786359093292
LED,800002,6,914382.79,6458723.63,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19446280216567,5.73063582573227
LED,800003,6,914360.71,6458702.11,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.194276021439215,5.730345338408085
LED,800004,6,914348.99,6458691.98,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.194188511701526,5.730191718465617
LED,800005,4,914342.95,6458686.96,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19414521772629,5.730112637628823
LED,800006,6,914337.22,6458675.75,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19404612461976,5.730034777464926
LED,800007,6,914319.48,6458659.25,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.193903165657446,5.7298017386989155
CLASSIQUE,900002,8,914032.27,6458168.75,,3000,CREM NOCTURNE AVEC REDUCTION 33% flux - 33 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.18957857324965,5.725930842710605
CLASSIQUE,1100001,6,914973.04,6458309.99,66,2800,GRE NOCTURNE,Fonctionnement standard,45.19055654516516,5.737965327401094
CLASSIQUE,1100002,8,914987.45,6458298.56,60,2870,GRE NOCTURNE,Fonctionnement standard,45.19044919105612,5.7381436646293436
CLASSIQUE,1100003,8,915002.81,6458279.94,60,2870,GRE NOCTURNE,Fonctionnement standard,45.190276838980296,5.738330916526307
CLASSIQUE,1100004,8,915024.96,6458260.69,60,2870,GRE NOCTURNE,Fonctionnement standard,45.190096697413885,5.738604298679806
CLASSIQUE,1100005,8,915042.42,6458254.49,60,2870,GRE NOCTURNE,Fonctionnement standard,45.19003545345974,5.73882375690781
CLASSIQUE,1100006,8,915037.57,6458237.16,60,2870,GRE NOCTURNE,Fonctionnement standard,45.18988101933521,5.738754383472014
CLASSIQUE,1100007,8,915041.56,6458209.74,60,2870,GRE NOCTURNE,Fonctionnement standard,45.189633027498,5.738793052083787
CLASSIQUE,1100008,8,915049.04,6458182.68,60,2870,GRE NOCTURNE,Fonctionnement standard,45.18938718545531,5.738876292507974
CLASSIQUE,1100009,8,915055.94,6458151.23,60,2870,GRE NOCTURNE,Fonctionnement standard,45.18910201993081,5.7389502126501295
CLASSIQUE,0110002A,8,914989.29,6458300.93,60,2870,GRE NOCTURNE,Fonctionnement standard,45.19046994372845,5.738168126932169
CLASSIQUE,1100035,4,914982.47,6458316.84,59,2815,GRE NOCTURNE,Fonctionnement standard,45.19061524305363,5.73808835868128
CLASSIQUE,1100036,8,914968.56,6458305.32,88,4200,GRE NOCTURNE,Fonctionnement standard,45.19051591935471,5.737906252905611
CLASSIQUE,1100037,8,915078.54,6458232.55,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18982674135094,5.739273729717279
CLASSIQUE,1100038,8,915077.24,6458258.45,25,2000,GRE NOCTURNE,Fonctionnement standard,45.19006021517312,5.739268624725512
CLASSIQUE,1100039,8,915062.72,6458286.17,,,GRE NOCTURNE,Fonctionnement standard,45.19031419520962,5.7390960851067945
CLASSIQUE,0110003A,8,915004.45,6458282.4,60,2870,GRE NOCTURNE,Fonctionnement standard,45.1902984639384,5.738352873348317
CLASSIQUE,0110004A,8,915027.35,6458262.67,,,GRE NOCTURNE,Fonctionnement standard,45.19011376874228,5.7386355881001165
CLASSIQUE,0110006A,8,915040.56,6458237.57,60,2870,GRE NOCTURNE,Fonctionnement standard,45.189883775221126,5.7387926151219135
CLASSIQUE,0110007A,8,915044.48,6458210.26,60,2870,GRE NOCTURNE,Fonctionnement standard,45.18963679509147,5.738830441326429
CLASSIQUE,0110008A,8,915046.39,6458181.61,60,2870,GRE NOCTURNE,Fonctionnement standard,45.1893783842526,5.738842096538818
CLASSIQUE,1300001,5,914204.42,6458527.36,90,2800,GRE NOCTURNE,Fonctionnement standard,45.19275211228743,5.728279358265817
CLASSIQUE,1300002,5,914202.14,6458520.07,90,2800,GRE NOCTURNE,Fonctionnement standard,45.192687220166945,5.728247134616673
CLASSIQUE,1300003,5,914190.38,6458506.21,90,2800,GRE NOCTURNE,Fonctionnement standard,45.19256615446318,5.7280913725528455
CLASSIQUE,1350001,6,914155.35,6458524.9,62,2715,GRE NOCTURNE,Fonctionnement standard,45.19274523654336,5.727653778592799
CLASSIQUE,1350002,6,914153.34,6458506.48,62,2715,GRE NOCTURNE,Fonctionnement standard,45.192580103531526,5.727620096953851
CLASSIQUE,1350003,6,914154.68,6458495.56,62,2715,GRE NOCTURNE,Fonctionnement standard,45.19248141983222,5.727632348067315
CLASSIQUE,1350004,6,914173.67,6458486.68,62,2715,GRE NOCTURNE,Fonctionnement standard,45.192395604774724,5.727870120638431
CLASSIQUE,1350005,6,914178.82,6458489.2,62,2715,GRE NOCTURNE,Fonctionnement standard,45.19241668009945,5.727936770975448
CLASSIQUE,1350006,6,914173.74,6458491.67,62,2715,GRE NOCTURNE,Fonctionnement standard,45.1924404870565,5.7278732062688045
CLASSIQUE,1350007,4,914185.45,6458503.91,62,2715,GRE NOCTURNE,Fonctionnement standard,45.19254699054373,5.728027618604995
CLASSIQUE,1400001,12,914024.11,6458089.94,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18887191296624,5.725792363790797
CLASSIQUE,1400002,10,914044.1,6458060.63,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18860194546248,5.726033870434218
CLASSIQUE,1400003,10,914062.34,6458038.92,25,2000,GRE NOCTURNE,Fonctionnement standard,45.188400912309696,5.7262564453279685
CLASSIQUE,1400004,10,914082.31,6458015.17,25,2000,GRE NOCTURNE,Fonctionnement standard,45.188180983402425,5.726500137235096
CLASSIQUE,1400005,12,914104.55,6457988.66,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18793551159463,5.726771500944829
CLASSIQUE,1400006,10,914124.59,6457964.79,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1877144799668,5.727016026820033
CLASSIQUE,1400007,12,914147.2,6457937.92,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18746565231731,5.727291936125968
CLASSIQUE,1400008,12,914165.93,6457914.44,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18724853646353,5.727519959084479
CLASSIQUE,1400009,8,914190.88,6457889.34,25,2200,GRE NOCTURNE,Fonctionnement standard,45.18701490774209,5.727826419599953
CLASSIQUE,1400010,8,914198.07,6457880.95,25,2200,GRE NOCTURNE,Fonctionnement standard,45.18693717174529,5.727914225051798
CLASSIQUE,1400011,8,914219,6457858.97,25,2200,GRE NOCTURNE,Fonctionnement standard,45.186732868568,5.728170898833771
CLASSIQUE,1400013,8,914277,6457788.78,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18608320094629,5.728878085657198
CLASSIQUE,1400014,,914010.78,6458088.16,,,,NC,45.18886003743018,5.725621946691666
CLASSIQUE,1400015,,914011.14,6458084.46,,,,NC,45.18882662996658,5.7256249020378265
CLASSIQUE,1400016,,914013.32,6458086.27,,,,NC,45.18884224038613,5.725653439655371
CLASSIQUE,0140008A,12,914164.86,6457913.39,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18723942045092,5.727505881166993
CLASSIQUE,1500001,7,913595.56,6457353.2,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18237516326041,5.720015620075572
CLASSIQUE,1500003,7,913574.28,6457309.16,25,2000,GRE NOCTURNE,Fonctionnement standard,45.181985453950176,5.719725536927189
CLASSIQUE,1500004,7,913565.06,6457291.84,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1818324531959,5.719600625820331
CLASSIQUE,1500005,7,913552.33,6457270.29,25,2000,GRE NOCTURNE,Fonctionnement standard,45.181642475542276,5.719429199095248
CLASSIQUE,0150001A,8,913595.46,6457351.49,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18235980629097,5.720013597826119
CLASSIQUE,1600001,8,912751.09,6458255.1,25,2000,GRE NOCTURNE,Fonctionnement standard,45.19075259982093,5.709664208895798
CLASSIQUE,1600002,8,912750.44,6458224.47,25,2000,GRE NOCTURNE,Fonctionnement standard,45.19047716505331,5.709642555084363
CLASSIQUE,1600003,8,912749.25,6458195.64,25,2000,GRE NOCTURNE,Fonctionnement standard,45.190218095090614,5.709614815716296
CLASSIQUE,1600004,8,912737.99,6458156.04,25,2000,GRE NOCTURNE,Fonctionnement standard,45.189865217965334,5.709454219589681
CLASSIQUE,1600005,8,912736.54,6458133,25,2000,GRE NOCTURNE,Fonctionnement standard,45.189658331789815,5.709425701919551
CLASSIQUE,1600006,8,912735.88,6458103.13,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18938973927666,5.709404254442216
CLASSIQUE,1600008,8,912747.09,6458079.31,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18917192329538,5.709536507087789
CLASSIQUE,1600009,8,912743.87,6458030.99,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18873809242679,5.7094744212606265
CLASSIQUE,1660001,10,913982.43,6455367.54,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16438656214069,5.724066295287342
CLASSIQUE,1660002,10,913985.15,6455339.95,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16413744145995,5.72408878220784
CLASSIQUE,1660003,10,913985.49,6455309.08,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16385954399303,5.724079555140081
CLASSIQUE,1660004,12,913970.66,6455289.48,25,2000,GRE NOCTURNE,Fonctionnement standard,45.163687773732335,5.723882312178455
CLASSIQUE,1660005,10,913987.84,6455272.83,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16353260895384,5.72409353364748
CLASSIQUE,1660006,12,913980.1,6455142.05,25,2000,GRE NOCTURNE,Fonctionnement standard,45.162358154449834,5.723937671782131
CLASSIQUE,1660007,12,913995.72,6455156.47,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16248306562203,5.724142684859177
CLASSIQUE,1660008,10,913981.93,6455105.78,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16203120105322,5.723945027724491
CLASSIQUE,1660009,12,913997.62,6455125.99,25,2000,GRE NOCTURNE,Fonctionnement standard,45.162208193287945,5.724153471786617
CLASSIQUE,1660010,6,913983.14,6455087.96,88,2800,GRE NOCTURNE,Fonctionnement standard,45.161870467361055,5.723952596234789
CLASSIQUE,1660011,12,913999.79,6455091.67,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1618986818752,5.724166007172227
CLASSIQUE,1660012,10,913984.18,6455071.79,25,2000,GRE NOCTURNE,Fonctionnement standard,45.161724634423415,5.72395872665235
CLASSIQUE,1660013,12,914001.96,6455057.26,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16158836059487,5.724178502909309
CLASSIQUE,1660014,12,914004.28,6455021.58,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16126656432483,5.724192348911238
CLASSIQUE,1660016,12,914006.13,6454989.61,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16097829944258,5.724201845284324
CLASSIQUE,1660018,12,914008.45,6454953.29,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16065074401032,5.724215410044168
CLASSIQUE,1660020,12,914010.62,6454917.71,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16032989426872,5.724227391604883
CLASSIQUE,1660021,12,914013.09,6454881.04,25,2000,GRE NOCTURNE,Fonctionnement standard,45.15999914273031,5.724242710294161
CLASSIQUE,1660022,15,914006.43,6454852.41,25,2000,GRE NOCTURNE,Fonctionnement standard,45.15974357680442,5.724145432286804
CLASSIQUE,1660023,5,913973.66,6455241.98,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16325940077829,5.723899621440901
CLASSIQUE,1660024,5,913974.06,6455236.63,25,2000,GRE NOCTURNE,Fonctionnement standard,45.163211133172034,5.723902360970422
CLASSIQUE,1660025,5,913974.47,6455231.38,25,2000,GRE NOCTURNE,Fonctionnement standard,45.163163762337184,5.723905271591134
CLASSIQUE,1660026,4,913979.37,6455247.92,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1633110801961,5.723974860003207
CLASSIQUE,1660027,4,913979.61,6455242.44,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16326169243685,5.723975507207584
CLASSIQUE,1660028,4,913980.07,6455236.94,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16321205638088,5.723978944022919
CLASSIQUE,1660029,4,913980.44,6455231.69,25,2000,GRE NOCTURNE,Fonctionnement standard,45.163164697966224,5.723981345780694
CLASSIQUE,1660030,4,913980.75,6455226.76,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16312023778967,5.723983124810402
CLASSIQUE,1660031,4,913981.09,6455222.22,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16307927781463,5.723985456635991
CLASSIQUE,1660032,4,913981.49,6455215.01,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16301427250853,5.723987379586529
CLASSIQUE,1660033,4,913981.99,6455207.1,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16294293701358,5.723990267239482
CLASSIQUE,1660034,4,913982.3,6455202.34,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1629000066289,5.723992120880958
CLASSIQUE,1660035,4,913982.56,6455196.67,25,2000,GRE NOCTURNE,Fonctionnement standard,45.162848902898155,5.7239929390574975
CLASSIQUE,1660036,4,913982.98,6455191.14,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16279900930574,5.723995853867959
CLASSIQUE,1660037,4,913983.37,6455186.19,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16275434431294,5.723998641683565
CLASSIQUE,1660038,4,913983.84,6455182.87,25,2000,GRE NOCTURNE,Fonctionnement standard,45.162724322458956,5.724003162613959
CLASSIQUE,1660039,4,913984.04,6455178.83,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16268790534661,5.724003933118671
CLASSIQUE,1660040,4,913984.03,6455174.34,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16264750400851,5.724001834918149
CLASSIQUE,1660041,4,913983.28,6455248.26,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16331292549734,5.724024744396192
CLASSIQUE,1660042,4,913983.65,6455242.56,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16326151763694,5.724026948576426
CLASSIQUE,1660043,4,913983.98,6455237.08,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16321210192751,5.724028740530725
CLASSIQUE,1660044,4,913984.34,6455231.97,25,2000,GRE NOCTURNE,Fonctionnement standard,45.163166006444285,5.724031076504596
CLASSIQUE,1660045,4,913984.62,6455227.17,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16312272542299,5.7240325309644975
CLASSIQUE,1660046,4,913984.97,6455222.48,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1630804125268,5.7240349241056245
CLASSIQUE,1660047,4,913985.48,6455215.2,25,2000,GRE NOCTURNE,Fonctionnement standard,45.163014743144664,5.7240382154605784
CLASSIQUE,1660048,4,913985.92,6455207.39,25,2000,GRE NOCTURNE,Fonctionnement standard,45.162944326158375,5.724040383753034
CLASSIQUE,1660049,4,913986.3,6455202.68,25,2000,GRE NOCTURNE,Fonctionnement standard,45.162901823971644,5.7240431496976125
CLASSIQUE,1660050,4,913986.63,6455196.93,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16284997860013,5.724044823100312
CLASSIQUE,1660051,4,913986.82,6455191.3,25,2000,GRE NOCTURNE,Fonctionnement standard,45.162799256559474,5.724044768396533
CLASSIQUE,1660052,4,913987.18,6455186.22,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16275343104317,5.724047117509429
CLASSIQUE,1660053,4,913987.25,6455183.06,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16272497321434,5.7240466207109435
CLASSIQUE,1660054,4,913987.89,6455179.09,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16268904936737,5.724053018646839
CLASSIQUE,1660055,4,913987.96,6455174.48,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16264754333368,5.724051885319386
CLASSIQUE,1660057,4,913992.42,6455207.87,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16294662688239,5.7241232738228005
CLASSIQUE,1660058,4,913992.69,6455202.85,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16290136924005,5.724124504427214
CLASSIQUE,0166005A,,913988.33,6455272.81,25,2000,CREM NOCTURNE,Fonctionnement standard,45.163532276800126,5.724099757684284
CLASSIQUE,1660060,4,913973.38,6455247.34,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16330772110718,5.723898412694382
CLASSIQUE,1660062,6,913985.25,6455054.22,88,2800,GRE NOCTURNE,Fonctionnement standard,45.16156619390926,5.723964624079844
CLASSIQUE,1660064,10,913986.48,6455035.59,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16139816502638,5.723972091303282
CLASSIQUE,1660066,6,913987.24,6455020.61,88,2800,GRE NOCTURNE,Fonctionnement standard,45.16126312758287,5.7239751825165905
CLASSIQUE,1660068,6,913989.97,6454980.08,88,2800,GRE NOCTURNE,Fonctionnement standard,45.1608975600536,5.723992115622181
CLASSIQUE,1660070,10,913989.12,6454967.37,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16078344980139,5.7239757249502015
CLASSIQUE,1660072,6,913991.85,6454952.21,88,2800,GRE NOCTURNE,Fonctionnement standard,45.16064618080518,5.724003794282624
CLASSIQUE,1660074,10,913992.75,6454937.61,25,2000,GRE NOCTURNE,Fonctionnement standard,45.160514519434244,5.724008832891035
CLASSIQUE,1660076,6,913993.73,6454922.61,88,2800,GRE NOCTURNE,Fonctionnement standard,45.160379233719354,5.724014713437125
CLASSIQUE,1660078,10,913995.19,6454900.04,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16017567834694,5.724023376282974
CLASSIQUE,1660080,6,913996.11,6454885.2,88,2800,GRE NOCTURNE,Fonctionnement standard,45.16004185107663,5.724028563837326
CLASSIQUE,0166008A,6,913980.14,6455106.4,88,2800,GRE NOCTURNE,Fonctionnement standard,45.16203733616901,5.723922531627382
CLASSIQUE,0166009A,12,913998.85,6455125.7,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16220520163944,5.724168989747569
CLASSIQUE,0166011A,12,914002.77,6455091.96,25,2000,GRE NOCTURNE,Fonctionnement standard,45.161900365992736,5.724204039074493
CLASSIQUE,0166012A,6,913981.55,6455072.48,88,2800,GRE NOCTURNE,Fonctionnement standard,45.16173166031612,5.723925576922196
CLASSIQUE,0166013A,12,914004.82,6455057.39,25,2000,GRE NOCTURNE,Fonctionnement standard,45.161588642176305,5.724214938009467
CLASSIQUE,0166014A,12,914007.15,6455021.9,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16126855256006,5.724228994407028
CLASSIQUE,0166016A,12,914009.17,6454989.15,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16097321584394,5.724240310477498
