Luminaire - Type,Luminaire - Code luminaire,Luminaire - Hauteur de feu,Luminaire - X,Luminaire - Y,Lampe - IRC,Lampe - Température Couleur,Lampe - Régime,Lampe - Régime (simplifié),Latitude,Longitude
CLASSIQUE,0621015A,4,912378.12,6457542.73,90,3000,GRE NOCTURNE,Fonctionnement standard,45.184457180233906,5.704607020856099
CLASSIQUE,0621016A,4,912358.6,6457464.63,80,3000,GRE NOCTURNE,Fonctionnement standard,45.18376038611703,5.704324580875407
CLASSIQUE,0621017A,4,912381.74,6457507.88,90,3000,GRE NOCTURNE,Fonctionnement standard,45.18414245293907,5.704637889498283
CLASSIQUE,0621018A,4,912358.52,6457430.88,90,3000,GRE NOCTURNE,Fonctionnement standard,45.18345669849364,5.704308848971182
CLASSIQUE,0621019A,4,912382,6457476.64,90,3000,GRE NOCTURNE,Fonctionnement standard,45.183861247688164,5.704627576613972
CLASSIQUE,0621021A,4,912381.24,6457447.11,90,3000,GRE NOCTURNE,Fonctionnement standard,45.18359574505732,5.704605030215252
CLASSIQUE,6400004,10,913591.06,6457447.52,25,2200,GRE NOCTURNE,Fonctionnement standard,45.18322532738591,5.719999718486614
CLASSIQUE,6400005,10,913562.71,6457438.52,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18315312881873,5.719635031739606
CLASSIQUE,6400006,10,913538.67,6457431.79,25,2200,GRE NOCTURNE,Fonctionnement standard,45.18310002019153,5.719326183718031
CLASSIQUE,6400007,8,913674.79,6457462.71,87,2800,GRE NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40),Abaissement en milieu de nuit,45.18333604942312,5.721071807275226
CLASSIQUE,6400008,8,913657.94,6457453.68,87,2800,GRE NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40),Abaissement en milieu de nuit,45.183260017187145,5.72085343754786
CLASSIQUE,6630004,8,912951.05,6458094.72,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18924756018795,5.712138828478821
CLASSIQUE,6640004,4,912935.9,6458221.79,90,2800,GRE NOCTURNE,Fonctionnement standard,45.190395730314336,5.71200159164747
CLASSIQUE,6640005,4,912929.58,6458219.74,90,2800,GRE NOCTURNE,Fonctionnement standard,45.19037923670054,5.711920265571193
CLASSIQUE,6640006,4,912925.42,6458215.93,90,2800,GRE NOCTURNE,Fonctionnement standard,45.190346237204736,5.711865658627919
CLASSIQUE,6640007,4,912927.63,6458211.71,90,2800,GRE NOCTURNE,Fonctionnement standard,45.19030757870497,5.711891938393157
CLASSIQUE,6640008,4,912929.97,6458207.61,90,2800,GRE NOCTURNE,Fonctionnement standard,45.19026995986961,5.711919924996531
CLASSIQUE,6640009,4,912932.48,6458202.97,90,2800,GRE NOCTURNE,Fonctionnement standard,45.190227429078256,5.711949838898436
CLASSIQUE,6640010,4,912934.5,6458198.81,90,2800,GRE NOCTURNE,Fonctionnement standard,45.19018936923751,5.7119737268116015
CLASSIQUE,6640011,4,912936.59,6458195.13,90,2800,GRE NOCTURNE,Fonctionnement standard,45.19015560720416,5.711998715407326
CLASSIQUE,6640012,4,912938.23,6458191.97,90,2800,GRE NOCTURNE,Fonctionnement standard,45.19012666371285,5.712018204576789
CLASSIQUE,6700001,7,915014.39,6457492.43,25,2000,GRE NOCTURNE,Fonctionnement standard,45.183186613845066,5.738130622165127
CLASSIQUE,6700002,7,915030.2,6457466.61,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18294933060198,5.738320397335597
CLASSIQUE,6700003,7,915032.38,6457440.79,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18271630236621,5.738336738362746
CLASSIQUE,6700004,7,915047.02,6457416.59,25,2000,GRE NOCTURNE,Fonctionnement standard,45.182493962055794,5.738512338844899
CLASSIQUE,6700005,7,915060.49,6457389.19,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18224319080763,5.738671637809421
CLASSIQUE,6700006,7,915087.27,6457404.62,25,2000,GRE NOCTURNE,Fonctionnement standard,45.182373679367956,5.739019205342933
CLASSIQUE,6700007,7,915112.7,6457419.83,25,2000,GRE NOCTURNE,Fonctionnement standard,45.182502608743654,5.739349499582416
CLASSIQUE,6700008,7,915136.41,6457434.57,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18262784496942,5.739657701976602
CLASSIQUE,6700009,7,915157.58,6457429.74,25,2000,GRE NOCTURNE,Fonctionnement standard,45.182577768427144,5.739924941908482
CLASSIQUE,6700010,7,915171.19,6457403.93,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18234125941978,5.740086718498709
CLASSIQUE,0690004A,8,913504.63,6457797.74,90,4200,GRE NOCTURNE,Fonctionnement standard,45.18640369358156,5.719053451238938
CLASSIQUE,7000001,10,915325.2,6457108.02,25,2000,GRE NOCTURNE,Fonctionnement standard,45.179630316810396,5.741915578188473
CLASSIQUE,7000002,10,915304.23,6457091.92,25,2000,GRE NOCTURNE,Fonctionnement standard,45.179491992199175,5.7416416488149
CLASSIQUE,7000003,10,915275.31,6457091.05,25,2000,GRE NOCTURNE,Fonctionnement standard,45.179493202188766,5.741273298624302
CLASSIQUE,7000004,10,915248.9,6457082.16,25,2000,GRE NOCTURNE,Fonctionnement standard,45.179421456804874,5.740933341065966
CLASSIQUE,7000005,10,915222.86,6457073.28,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17934968476798,5.740598096510527
CLASSIQUE,7000006,10,915195.97,6457064.15,25,2000,GRE NOCTURNE,Fonctionnement standard,45.179275927591846,5.740251927384715
CLASSIQUE,7000007,10,915178.05,6457015.34,25,2000,GRE NOCTURNE,Fonctionnement standard,45.178842297591416,5.740002363077452
CLASSIQUE,7000008,10,915175.02,6457062.1,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1792640248681,5.73998446395281
CLASSIQUE,7000009,10,915152.33,6457062.81,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17927750149747,5.739696080609529
CLASSIQUE,7000010,10,915141.59,6457068.27,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17932998911668,5.739561841062633
CLASSIQUE,7000011,10,915153.18,6457125.54,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17984172666515,5.739734599781598
CLASSIQUE,7000012,10,915127.39,6457065.3,25,2000,GRE NOCTURNE,Fonctionnement standard,45.179307697835554,5.739379855186169
CLASSIQUE,7000013,10,915103.19,6457066.2,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17932335420185,5.73907234280735
CLASSIQUE,7000014,10,915077.67,6457065.96,25,2000,GRE NOCTURNE,Fonctionnement standard,45.179329163315955,5.738747531875963
CLASSIQUE,7000015,10,915051.59,6457065.91,25,2000,GRE NOCTURNE,Fonctionnement standard,45.179336856078585,5.73841567955852
CLASSIQUE,7000016,10,915025.14,6457065.9,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17934502330483,5.738079137088297
CLASSIQUE,7000017,10,915001.6,6457067.68,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17936838897746,5.73778041005896
CLASSIQUE,7000018,10,914973.92,6457071.33,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17940987356197,5.737429832367715
CLASSIQUE,7000019,10,914950.57,6457074.16,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17944262688972,5.737133985485479
CLASSIQUE,7000020,10,914924.41,6457077.17,25,2000,GRE NOCTURNE,Fonctionnement standard,45.179477875982535,5.736802464365805
CLASSIQUE,7000021,10,914895.31,6457080.63,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17951809074154,5.7364337339280125
CLASSIQUE,7000022,10,914871.92,6457083.31,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17954950409584,5.7361373107840965
CLASSIQUE,7000023,10,914844.51,6457086.46,25,2000,GRE NOCTURNE,Fonctionnement standard,45.179586399933704,5.7357899456104695
CLASSIQUE,7000024,4,915358.37,6457110.7,,2000,GRE NOCTURNE,Fonctionnement standard,45.17964406365241,5.742338804699877
CLASSIQUE,7000025,4,915374.29,6457114.58,,2000,GRE NOCTURNE,Fonctionnement standard,45.17967400115837,5.742543079764259
CLASSIQUE,7000026,4,915388.64,6457118.95,,2000,GRE NOCTURNE,Fonctionnement standard,45.1797088385945,5.742727595616523
CLASSIQUE,7000027,4,915403.67,6457123.87,,2000,GRE NOCTURNE,Fonctionnement standard,45.179748412378004,5.742921006948911
CLASSIQUE,7030001,4,915139.28,6456734.44,59,2815,GRE NOCTURNE,Fonctionnement standard,45.1763266636368,5.739385035164952
CLASSIQUE,7030002,4,915115.45,6456725.93,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17625752640432,5.739078092030407
CLASSIQUE,7030003,4,915095.16,6456717.92,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17619178235116,5.738816409224867
CLASSIQUE,7030004,4,915072.35,6456710.06,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17612817427725,5.738522731737055
CLASSIQUE,7030005,4,915051.38,6456701.88,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17606111142384,5.738252323647065
CLASSIQUE,7030006,4,915019.26,6456683.67,59,2815,GRE NOCTURNE,Fonctionnement standard,45.175907270999964,5.737835630698562
CLASSIQUE,7030007,4,915009.36,6456667.71,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17576674124278,5.737702632261237
CLASSIQUE,7030008,4,915014.99,6456653.44,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17563657203622,5.737767964006577
CLASSIQUE,7030009,4,915029.31,6456642.55,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17553410601257,5.73794534724529
CLASSIQUE,7030010,4,915042.63,6456627.51,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17539460713356,5.7381081755686205
CLASSIQUE,7030011,4,915054.76,6456676.92,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17583544784972,5.738284309836667
CLASSIQUE,7030012,4,915059.23,6456648.06,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17557434893305,5.738328442111829
CLASSIQUE,7030013,4,915076.33,6456637.02,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17546966425793,5.738541126942491
CLASSIQUE,7030014,4,915101.73,6456632.83,59,2815,GRE NOCTURNE,Fonctionnement standard,45.175424028844645,5.738862433013552
CLASSIQUE,7030016,4,915126.99,6456634.09,59,2815,GRE NOCTURNE,Fonctionnement standard,45.175427479300005,5.739184363683554
CLASSIQUE,7030017,4,915149.09,6456634.46,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17542390689958,5.739465697797434
CLASSIQUE,7030018,4,915148.57,6456656.26,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17562024157745,5.739468708201489
CLASSIQUE,7030019,4,915146.87,6456685.71,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17588578507697,5.7394600837955085
CLASSIQUE,7030020,4,915141.68,6456709.46,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17610112581803,5.739404539743392
CLASSIQUE,7030031,4,915056.14,6456637.04,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17547614756176,5.7382842649849195
CLASSIQUE,7030033,4,915035.6,6456613.48,59,2815,GRE NOCTURNE,Fonctionnement standard,45.175270549394206,5.738012543374835
CLASSIQUE,7030034,4,915028.1,6456599.76,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17514942789133,5.737911068790449
LED,7400002,8,915636.23,6457716.1,,,CREM NOCTURNE AVEC REDUCTION 50% de 22h à 0h et de 70% de 0h à 5h et 50% de 5h à 6h,Abaissement en milieu de nuit,45.18500495782872,5.746142175441272
CLASSIQUE,7400003,10,915603,6457711.21,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18497135699289,5.74571716561654
CLASSIQUE,7400004,10,915579.97,6457705.92,25,2000,GRE NOCTURNE,Fonctionnement standard,45.184930962525456,5.745421772131417
CLASSIQUE,7400005,10,915551.16,6457699.92,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18488598710337,5.745052515625894
CLASSIQUE,7400006,10,915520.67,6457693.16,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18483469712502,5.744661545811653
LED,7400007,8,915715.41,6457734.5,70,3000,CREM NOCTURNE AVEC REDUCTION 50% de 22h à 0h et de 70% de 0h à 5h et 50% de 5h à 6h,Abaissement en milieu de nuit,45.18514573983519,5.747157873889881
LED,7400008,8,915694.31,6457729.59,70,3000,CREM NOCTURNE AVEC REDUCTION 50% de 22h à 0h et de 70% de 0h à 5h et 50% de 5h à 6h,Abaissement en milieu de nuit,45.185108164280926,5.746887205624076
LED,7400009,8,915655.15,6457720.76,70,3000,CREM NOCTURNE AVEC REDUCTION 50% de 22h à 0h et de 70% de 0h à 5h et 50% de 5h à 6h,Abaissement en milieu de nuit,45.1850409680909,5.746384991930909
CLASSIQUE,7600001,10,912870.79,6456450.57,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17447690684214,5.710398961076042
CLASSIQUE,7600002,10,912869.3,6456423.76,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17423610835912,5.710368291860196
CLASSIQUE,7600003,10,912867.92,6456398.06,25,2000,GRE NOCTURNE,Fonctionnement standard,45.174005264602606,5.710339507301634
CLASSIQUE,7600004,10,912866.4,6456370.6,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17375862615359,5.710308172971013
CLASSIQUE,7600005,10,912864.92,6456343.4,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17351431504795,5.710277461393424
CLASSIQUE,7600006,10,912863.65,6456319.02,25,2000,GRE NOCTURNE,Fonctionnement standard,45.17329531578368,5.710250653672414
CLASSIQUE,7600008,4,912840.37,6456308.34,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17320640109484,5.709949812713911
CLASSIQUE,7600009,4,912819.62,6456309.22,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17322073061347,5.709686208971461
CLASSIQUE,7600010,4,912798.68,6456318.38,59,2815,GRE NOCTURNE,Fonctionnement standard,45.173309628608585,5.7094238038114025
CLASSIQUE,7600011,4,912778.55,6456319.07,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17332205560776,5.709168004334708
CLASSIQUE,7600012,4,912746.3,6456313.83,88,2800,GRE NOCTURNE,Fonctionnement standard,45.1732848618896,5.708755420785533
CLASSIQUE,7600013,4,912731.19,6456314.27,88,2800,GRE NOCTURNE,Fonctionnement standard,45.17329348749473,5.708563378298609
CLASSIQUE,7600014,4,912716.11,6456314.72,88,2800,GRE NOCTURNE,Fonctionnement standard,45.17330219349464,5.708371721788175
CLASSIQUE,7600015,4,912700.99,6456315.18,88,2800,GRE NOCTURNE,Fonctionnement standard,45.173311001504224,5.708179560689116
CLASSIQUE,7600016,4,912721.66,6456337.88,88,2800,GRE NOCTURNE,Fonctionnement standard,45.17350889302708,5.7084524414011915
CLASSIQUE,7600017,4,912708.98,6456330.09,88,2800,GRE NOCTURNE,Fonctionnement standard,45.17344270730382,5.7082877208835825
CLASSIQUE,7600018,4,912698.4,6456337.3,88,2800,GRE NOCTURNE,Fonctionnement standard,45.173510855667296,5.708156265326286
CLASSIQUE,7600019,4,912763.42,6456319.99,59,2815,GRE NOCTURNE,Fonctionnement standard,45.17333500754449,5.708975916923185
CLASSIQUE,7600020,4,912702.92,6456352.13,88,2800,GRE NOCTURNE,Fonctionnement standard,45.17364291299228,5.708220244117332
CLASSIQUE,0760012A,4,912747.42,6456314.07,88,2800,GRE NOCTURNE,Fonctionnement standard,45.173286675732264,5.708769774591842
CLASSIQUE,0760013A,4,912731.33,6456313.45,88,2800,GRE NOCTURNE,Fonctionnement standard,45.17328606520999,5.70856480143753
CLASSIQUE,0760014A,4,912715.73,6456311.72,88,2800,GRE NOCTURNE,Fonctionnement standard,45.173275314292425,5.708365577676215
CLASSIQUE,0760015A,4,912700.3,6456312.39,88,2800,GRE NOCTURNE,Fonctionnement standard,45.173286107762884,5.708169564408971
LED,8000002,8,914475.06,6458444.96,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19192637691453,5.731687405346938
CLASSIQUE,8200001,10,912912.82,6455864.48,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16918979179264,5.710677616504641
CLASSIQUE,8200002,10,912938.66,6455850.97,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16906023158084,5.71100043439881
CLASSIQUE,8200003,10,912913.01,6455835.09,25,2000,GRE NOCTURNE,Fonctionnement standard,45.168925257518985,5.710667193703022
CLASSIQUE,8200004,10,912889.52,6455815.23,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16875379968465,5.710359694074579
CLASSIQUE,8200005,10,912857.51,6455797.01,25,2000,GRE NOCTURNE,Fonctionnement standard,45.168599731445994,5.70994452745833
CLASSIQUE,8200006,10,912833.9,6455783.34,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16848401146718,5.709638208509311
CLASSIQUE,8200007,10,912807.94,6455764.17,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1683195229531,5.709299594382279
CLASSIQUE,8200008,10,912783.04,6455745.53,25,2000,GRE NOCTURNE,Fonctionnement standard,45.168159475424375,5.708974698087475
CLASSIQUE,8200009,8,912754.34,6455740.57,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16812370446669,5.708607435167414
CLASSIQUE,8200010,8,912739.08,6455726.48,25,2000,GRE NOCTURNE,Fonctionnement standard,45.168001623053875,5.708407159788875
CLASSIQUE,8200011,8,912711.31,6455706.19,25,2000,GRE NOCTURNE,Fonctionnement standard,45.167827610948066,5.708045038194832
CLASSIQUE,8200012,8,912683.6,6455685.08,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16764620010636,5.707683324284271
CLASSIQUE,8200013,8,912650.59,6455660.27,25,2000,GRE NOCTURNE,Fonctionnement standard,45.167433128259574,5.707252576934884
CLASSIQUE,8200014,8,912620.16,6455637.87,25,2000,GRE NOCTURNE,Fonctionnement standard,45.167240945771255,5.7068557043339085
CLASSIQUE,8200015,8,912592.37,6455617.1,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16706261539072,5.706493128714663
CLASSIQUE,8200016,10,912647.07,6455640.25,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1672540579564,5.707199064105791
CLASSIQUE,8200017,10,912623.2,6455618.62,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16706677996051,5.706885978198568
CLASSIQUE,8200019,10,912620.18,6455576.52,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16668886084477,5.706829195109093
CLASSIQUE,8200020,12,912644.67,6455560.24,25,2000,GRE NOCTURNE,Fonctionnement standard,45.166534801718406,5.707133625851724
CLASSIQUE,8500001,8,913146.76,6455569.3,25,2000,GRE NOCTURNE,Fonctionnement standard,45.166461185539724,5.71352456266768
CLASSIQUE,8500002,10,913125.08,6455571.92,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16649146909088,5.713249922218838
CLASSIQUE,8500003,10,913105.67,6455587.36,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16663641464221,5.713009762991142
CLASSIQUE,8500004,8,913079.25,6455609.34,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16684237993552,5.71268328863522
CLASSIQUE,8500005,8,913054.18,6455629.4,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16703064909207,5.712373145783799
CLASSIQUE,8700005,8,914428.58,6457757.76,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.18575688325926,5.730793304764148
CLASSIQUE,8750002,8,913121.37,6457574.5,25,2000,GRE NOCTURNE,Fonctionnement standard,45.184513492938926,5.714078671200205
CLASSIQUE,0875002A,8,913122.34,6457577.17,25,2000,GRE NOCTURNE,Fonctionnement standard,45.18453721971254,5.714092182583256
CLASSIQUE,8800012,4,913959.16,6458266.71,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19048281429435,5.725043486830933
CLASSIQUE,8800013,4,913952.01,6458252.06,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.190353202958306,5.724946058292675
CLASSIQUE,9000002,8,913423.9,6456906.3,25,2000,GRE NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40),Abaissement en milieu de nuit,45.17840680014451,5.717635567020134
CLASSIQUE,9000004,8,913356.49,6456928.11,25,2000,GRE NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40),Abaissement en milieu de nuit,45.17862394702966,5.716787429808733
CLASSIQUE,9000005,8,913341.95,6456943.43,25,2000,GRE NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40),Abaissement en milieu de nuit,45.178766312434476,5.716609138709369
CLASSIQUE,9000006,8,913319.83,6456950.09,25,2000,GRE NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40),Abaissement en milieu de nuit,45.17883309517773,5.716330610036627
CLASSIQUE,9200003,10,913855.77,6457977.68,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.18791399914321,5.723600805723839
CLASSIQUE,9250122,6,913098.41,6459243.65,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.1995410459967,5.714516960099468
CLASSIQUE,9250123,6,913090.07,6459251.03,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19961003869942,5.714414036514858
CLASSIQUE,9250124,6,913079.74,6459256.77,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19966488896568,5.714285065480681
CLASSIQUE,9250125,6,913088.17,6459263.95,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19972689215441,5.714395508043033
CLASSIQUE,9250126,6,913078.08,6459271.18,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.199795076457896,5.7142702436957356
CLASSIQUE,0925123A,5.5,913089.74,6459250.58,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.199606091329706,5.714409639199066
CLASSIQUE,0925124A,6,913080.96,6459256.04,,3000,CREM NOCTURNE AVEC REDUCTION 50% flux - 50 % NRJ en milieu de nuit (LED),Abaissement en milieu de nuit,45.19965794225318,5.714300274509735
CLASSIQUE,9300009,7,913583.09,6457842.87,25,2000,GRE NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40),Abaissement en milieu de nuit,45.186785483964684,5.720071666472057
CLASSIQUE,9300010,7,913555.72,6457855.87,25,2000,GRE NOCTURNE AVEC REDUCTION Bi-Pw (Réduction de 30% de 22h40 à 5h40),Abaissement en milieu de nuit,45.18691095593868,5.7197290736904485
CLASSIQUE,0930008A,8,913612.51,6457829.57,25,2000,GRE NOCTURNE,Fonctionnement standard,45.186656675484514,5.720440213048976
CLASSIQUE,9360001,8,912851.98,6454923.25,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16073862851014,5.709492621019655
CLASSIQUE,9360002,8,912822.37,6454928.73,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16079708802998,5.709118389550161
CLASSIQUE,9360003,8,912792.6,6454934.26,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16085604564764,5.7087421440010475
CLASSIQUE,9360004,8,912763.67,6454939.72,25,2000,GRE NOCTURNE,Fonctionnement standard,45.1609141127086,5.708376551507946
CLASSIQUE,9360005,8,912734.5,6454945.07,25,2000,GRE NOCTURNE,Fonctionnement standard,45.160971262798746,5.70800785756266
CLASSIQUE,9360006,8,912713.62,6454958.9,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16110216257949,5.707748308174783
CLASSIQUE,9360007,8,912709.97,6454938.42,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16091899344783,5.707692945567977
CLASSIQUE,9360008,8,912688.39,6454942.71,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16096425978105,5.707420329765492
CLASSIQUE,9360009,8,912692.82,6454963.32,25,2000,GRE NOCTURNE,Fonctionnement standard,45.161148358130944,5.707485669517648
CLASSIQUE,9360010,8,912671.69,6454960.8,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16113220307082,5.707215805313303
CLASSIQUE,9360011,8,912642.16,6454966.27,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16119054028535,5.706842582030586
CLASSIQUE,9360012,8,912612.62,6454971.74,25,2000,GRE NOCTURNE,Fonctionnement standard,45.161248879338224,5.7064692307722655
CLASSIQUE,9360013,8,912583.27,6454977.18,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16130688855989,5.706098282380915
CLASSIQUE,9360014,8,912553.95,6454982.8,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16136650708488,5.705727793292404
CLASSIQUE,9360015,8,912524.51,6454988.38,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16142580143945,5.705355759615611
CLASSIQUE,9360016,8,912494.88,6454993.81,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16148380332359,5.704981243025631
CLASSIQUE,9360017,8,912465.43,6454999.3,25,2000,GRE NOCTURNE,Fonctionnement standard,45.161542288379515,5.704609041352545
CLASSIQUE,9360018,8,912435.65,6455004.87,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16160159384255,5.704232676260315
CLASSIQUE,9360019,8,912406.48,6455010.36,25,2000,GRE NOCTURNE,Fonctionnement standard,45.16165999009036,5.703864034540343
CLASSIQUE,9360020,8,912376.97,6455015.77,25,2000,GRE NOCTURNE,Fonctionnement standard,45.161717770008906,5.703491032486529
CLASSIQUE,9400001,8,915161.31,6457217,25,1900,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.1806622116057,5.739878438201226
CLASSIQUE,9400002,8,915158.56,6457238.31,25,1900,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18085483370185,5.739852859638039
CLASSIQUE,9400003,8,915155.3,6457264.62,25,1900,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18109260879471,5.739823000039554
CLASSIQUE,9400004,8,915152.6,6457285.49,25,1900,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.181281255834016,5.73979786295381
CLASSIQUE,9400005,8,915149.84,6457308.79,25,1900,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18149178855271,5.739773035502217
CLASSIQUE,9400006,8,915147.24,6457331.69,25,1900,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.181698671803574,5.73975006705187
CLASSIQUE,9400007,8,915124.43,6457327.89,25,1900,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18167160099309,5.739458152499612
CLASSIQUE,9400008,8,915102.98,6457323.86,25,1900,CREM NOCTURE AVEC REDUCTION 50% flux - 40 % NRJ en milieu de nuit,Abaissement en milieu de nuit,45.18164203499751,5.739183441411801
